,word,clusters
2610,appropriate reversal,"appropriate Newtonian, appropriate answers, appropriate approach, appropriate bidirectional, appropriate framework, appropriate generalization, appropriate generalized, appropriate inertial, appropriate natural, appropriate reversal, appropriately reverse, appropriately reversed, appropriately reversing, approximationgeneral"
2611,appropriately defined,"appropriately behaving, appropriately configured, appropriately deal, appropriately defined, appropriately defining, appropriately described, appropriately explained, appropriately justified, appropriately named, appropriately redefined, appropriately transformed, inappropriately attributed, inappropriately described"
2612,arbitrarily chosen,"arbitrarily chosen, arbitrarily smooth, arbitrary choice"
2613,arises merely,"applies merely, apply merely, arises merely, arises whenever, asymmetries merely, based merely, consist merely, exist merely, forbidden merely, loss merely, manifested merely, mesons thereby, using merely, valid merely, vanishing completely"
2614,assess,"Awareness, address, answers, assert, asserts, assess, assessment, awareness, essays, fairness, massless, sameness, useless, weakness"
2615,attribute positive,"attract positive, attribute distinctive, attribute objective, attribute positive, attributed negative, attributed positive, attributing existence, contribute positively, contributing positively"
2616,balanced,"advanced, balance, balanced, balances, galaxies, imbalance, imbalance due, imbalances, unbalanced"
2617,catastrophic,"catastrophe, catastrophic, catastrophic vacuum, enantiomorphic"
2618,changes involved,"bodies involved, change involved, change involving, change observed, changes involved, charges involved, distances involved, energies involved, level involved, phenomena involved, quantity involved"
2619,charge particles,"charge particle, charge particles, charged particle, charged particles, hole particle, observe particles, opposite-charge particles, source particles"
2620,charge relative,"chance meeting, change relative, charge conjugation, charge neutrality, charge relative, charge remains, chargescoordinative, occurs relative, unchanged relative"
2621,charges backward,"charge appears, charge backward, charges allows, charges appear, charges backward, charges forward, energies backward, relative backward, running backward, trajectory backward, traversed backward"
2622,classical context,"Historical context, celestial object, classical concept, classical context, classically contained, limited context, local context, physics context, semi-classical context"
2623,classical formula,"classical astronomical, classical cosmology, classical formula, semi-classical formula"
2624,completely arbitrary,"completely arbitrarily, completely arbitrary, completely ignorant, completely satisfactory"
2625,concentrated,"concentrate, concentrate instead, concentrated, concentration, concentrations, concept somewhat, concepts related, contemplated"
2626,conception regarding,"conception regarding, conclusions regarding, condition entering, considerations regarding, constraint regarding, context regarding, convention regarding, discussion regarding, mentioned regarding, propagation Regarding"
2627,contained inside,"contained inside, maintained despite"
2628,conventional theory,"conventional bi-metric, conventional energy, conventional stress-energy, conventional theory, conventional thermodynamics"
2629,cosmological constantnegative,"cosmological constantdiscrete, cosmological constantnegative, cosmological constantprinciple, cosmological modelsnegative"
2630,creation involving,"attraction involving, configurations involving, creation favorable, creation involving, description involves, equations involving, fluctuations involving, formulation involving, interaction involving, operation involving, phenomena involving, phenomenon involving, predictions involving, transitions involving, vertex involving"
2631,creation quantum,"conceptionquantum, conventional quantum, creation Currently, creation quantum, dilationquantum, directionquantum, fermion quantum, gravitonsquantum, operations quantum, seefermion quantum, uncertain quantum"
2632,creationsecond,"conditionssecond, creation event, creationenergy, creationsecond, freedomsecond, horizonsecond, informationsecond, motionsecond, neutrons bound, pair creationsecond, propagationsecond, radiationsecond, reductionsecond, regions devoid, violationsecond"
2633,current interpretation,"Dirac's interpretation, appropriate interpretation, consistent interpretation, current interpretation, discussed interpretation, incorrect interpretation, proposed interpretation"
2634,current quantum,"Current quantum, current programs, current quantum, momentaquantum, momentumquantum"
2635,definite energy,"definite energy, definite meaning, definite quantity, dominant energy, radiate energy, redefined energy"
2636,density observed,"densities encountered, density averaged, density measured, density observed, easily disposed, outside observer, spin observed, tendency observed, write observer"
2637,direction associated,"action associated, direction associated, direction essentially, direction opposite, distinctions associated, distribution associated"
2638,directly observed,"difference observed, directly connected, directly discernible, directly measuring, directly observable, directly observed, directly observing, directly related, effects observed, field observed, indirectly relevant, strictly obeyed"
2639,discuss,"discuss, discuss arose, discussed, discussed map, discussing, discussion, disrupt, finally discuss"
2640,discussed requirement,"absolute requirement, decisive requirement, discussed equivalence, discussed requirement, discussed requirements, motivated requirement, perceived requirement"
2641,distinct degrees,"discrete degrees, distant galaxies, distinct categories, distinct degree, distinct degrees, distinct metric, distinct motives, distinct phenomena, distinct problem, remaining degrees"
2642,distinguished,"distinguish, distinguish backward, distinguish time-reversed, distinguished, distinguishes, distinguishing"
2643,distribution surrounding,"distributed throughout, distribution extending, distribution surrounding"
2644,distributionsecond,"contributionsequations, disintegrationsecond, distribution conveyed, distribution depends, distribution seehomogeneous, distributionlocal, distributionsecond, distributionslocal, distributionvoids, initial distributionsecond, mass reductionsecond"
