word,n_gram_score,pos,frequency,tf_idf,inf,match_count,volume_count,source
Choose,2,NNP,2,0.00181934931507,-0.000974139738616,17598559,2354314,1
Choosing,2,NNP,2,0.00181934931507,-0.000974139738616,4512678,1478916,1
Consequently,2,NNP,2,0.00181934931507,-0.000974139738616,6911269,1404688,1
Control,2,NNP,2,0.00181934931507,-0.000974139738616,77492036,2733142,1
Effros-Winkler Theorem,10,NNP,2,0.00181934931507,-0.000974139738616,,,1
Equivalently,2,RB,2,0.00181934931507,-0.000974139738616,226767,79491,1
Farenick,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Free Spectrahedron,10,NNP,2,0.00181934931507,-0.000974139738616,,,1
Function,2,NNP,2,0.00181934931507,-0.000974139738616,53557898,2038564,1
HKM12,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
HKM16,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Hilbert,2,NNP,2,0.00181934931507,-0.000974139738616,503755,43789,1
Hilbert space,10,NNP,2,0.00181934931507,-0.000974139738616,182612,12383,1
Hilbert-Schmidt,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Hilbert-Schmidt norm,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
Invariant,2,NNP,2,0.00181934931507,-0.000974139738616,1390892,142375,1
LMI defining,10,NNP,2,0.00181934931507,-0.000974139738616,,,1
LMI defining,10,VBG,2,0.00181934931507,-0.000974139738616,,,1
Likewise,2,NNP,2,0.00181934931507,-0.000974139738616,7163186,1330716,1
London,2,NNP,2,0.00181934931507,-0.000974139738616,53801160,2212019,1
Mathematical,2,NNP,2,0.00181934931507,-0.000974139738616,5846936,856757,1
NSF,2,NNP,2,0.00181934931507,-0.000974139738616,335797,63217,1
NSF grant,10,NNP,2,0.00181934931507,-0.000974139738616,13622,7323,1
Noncommutative,2,NNP,2,0.00181934931507,-0.000974139738616,28775,5778,1
Pencil,2,NNP,2,0.00181934931507,-0.000974139738616,3873788,1009514,1
Positivstellensatz,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Proof,2,NNP,2,0.00181934931507,-0.000974139738616,15450745,2060173,1
Putinar,2,NNP,2,0.00181934931507,-0.000974139738616,398,88,1
Reinhardt,2,NNP,2,0.00181934931507,-0.000974139738616,293556,74390,1
Reinhardt domains,10,NNP,2,0.00181934931507,-0.000974139738616,308,99,1
Rotationally,2,NNP,2,0.00181934931507,-0.000974139738616,26172,10852,1
Rotationally invariant,10,NNP,2,0.00181934931507,-0.000974139738616,3740,1840,1
San,2,NNP,2,0.00181934931507,-0.000974139738616,27248478,1633923,1
Series,2,NNP,2,0.00181934931507,-0.000974139738616,37980646,2630938,1
Similarly,2,RB,2,0.00181934931507,-0.000974139738616,7832961,1214309,1
Society,2,NNP,2,0.00181934931507,-0.000974139738616,46874947,2123718,1
Spectrahedron,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Studies,2,NNP,2,0.00181934931507,-0.000974139738616,38054712,2081600,1
Taylor,2,NNP,2,0.00181934931507,-0.000974139738616,10122588,1162486,1
U=U,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
Using,2,NNP,2,0.00181934931507,-0.000974139738616,62112299,2792556,1
Vinnikov,2,NNP,2,0.00181934931507,-0.000974139738616,2480,856,1
William,2,NNP,2,0.00181934931507,-0.000974139738616,52050864,2062947,1
William Helton,10,NNP,2,0.00181934931507,-0.000974139738616,265,214,1
Winkler,2,NNP,2,0.00181934931507,-0.000974139738616,304349,88904,1
acts,2,NNS,2,0.00181934931507,-0.000974139738616,18749023,2128005,1
admissible chain,10,NN,2,0.00181934931507,-0.000974139738616,,,1
affine,2,NN,2,0.00181934931507,-0.000974139738616,264608,23282,1
algebra,2,NN,2,0.00181934931507,-0.000974139738616,2054855,271973,1
analog,2,NN,2,0.00181934931507,-0.000974139738616,1646701,187884,1
appear,2,VBP,2,0.00181934931507,-0.000974139738616,39759425,2852934,1
application,2,NN,2,0.00181934931507,-0.000974139738616,28770814,2024688,1
appropriate,2,VBP,2,0.00181934931507,-0.000974139738616,26925103,2267599,1
assume,2,JJ,2,0.00181934931507,-0.000974139738616,16153219,2239311,1
balanced implies,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
block superdiagonal,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
bound,2,NN,2,0.00181934931507,-0.000974139738616,19337481,2429577,1
bounded,2,VBD,2,0.00181934931507,-0.000974139738616,3392342,795721,1
cf,2,NN,2,0.00181934931507,-0.000974139738616,5971255,316804,1
characterize,2,VBP,2,0.00181934931507,-0.000974139738616,2336339,844574,1
choose,2,JJ,2,0.00181934931507,-0.000974139738616,17598559,2354314,1
circular free,10,VBP,2,0.00181934931507,-0.000974139738616,795,583,1
circular subsets,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
class,2,NN,2,0.00181934931507,-0.000974139738616,61169798,2605859,1
classical,2,JJ,2,0.00181934931507,-0.000974139738616,8879328,1216472,1
classify,2,VB,2,0.00181934931507,-0.000974139738616,1402781,627159,1
closed matrix,10,NN,2,0.00181934931507,-0.000974139738616,119,57,1
commuting,2,VBG,2,0.00181934931507,-0.000974139738616,325184,139370,1
completes,2,NNS,2,0.00181934931507,-0.000974139738616,1184745,537655,1
complex variables,10,NNS,2,0.00181934931507,-0.000974139738616,35134,16271,1
conclude,2,VBP,2,0.00181934931507,-0.000974139738616,6776340,1516493,1
conjugating,2,VBG,2,0.00181934931507,-0.000974139738616,41060,21066,1
consider,2,NN,2,0.00181934931507,-0.000974139738616,31496422,2655656,1
considers,2,NNS,2,0.00181934931507,-0.000974139738616,3989241,1282463,1
considers matrix,10,VBP,2,0.00181934931507,-0.000974139738616,,,1
construction,2,NN,2,0.00181934931507,-0.000974139738616,23123463,1990030,1
contained,2,VBN,2,0.00181934931507,-0.000974139738616,16831486,2352933,1
containing,2,VBG,2,0.00181934931507,-0.000974139738616,18877081,2033668,1
contractive,2,JJ,2,0.00181934931507,-0.000974139738616,26646,8087,1
contradicting,2,VBG,2,0.00181934931507,-0.000974139738616,299585,214125,1
convenience,2,NN,2,0.00181934931507,-0.000974139738616,3997288,1327662,1
convex,2,VBP,2,0.00181934931507,-0.000974139738616,2228323,259897,1
corresponding,2,VBG,2,0.00181934931507,-0.000974139738616,15060906,1586620,1
cross term,10,VBP,2,0.00181934931507,-0.000974139738616,3861,2036,1
define,2,NN,2,0.00181934931507,-0.000974139738616,10247176,1572617,1
define,2,VBP,2,0.00181934931507,-0.000974139738616,10247176,1572617,1
defined,2,VBD,2,0.00181934931507,-0.000974139738616,27789293,2074725,1
defined,2,VBN,2,0.00181934931507,-0.000974139738616,27789293,2074725,1
defining pencil,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
defining subpencil,10,NN,2,0.00181934931507,-0.000974139738616,,,1
degree,2,NN,2,0.00181934931507,-0.000974139738616,37796807,2636136,1
denote,2,VB,2,0.00181934931507,-0.000974139738616,3371851,616498,1
dense,2,NN,2,0.00181934931507,-0.000974139738616,4757659,1056340,1
determined,2,VBD,2,0.00181934931507,-0.000974139738616,32568065,2656789,1
diagonal,2,JJ,2,0.00181934931507,-0.000974139738616,2011255,366601,1
direct sum,10,JJ,2,0.00181934931507,-0.000974139738616,99802,9385,1
direct sums,10,JJ,2,0.00181934931507,-0.000974139738616,9874,2612,1
direction,2,NN,2,0.00181934931507,-0.000974139738616,35209323,2751897,1
domain,2,NN,2,0.00181934931507,-0.000974139738616,9233940,1247497,1
domains,2,NNS,2,0.00181934931507,-0.000974139738616,2590051,452098,1
e<,2,FW,2,0.00181934931507,-0.000974139738616,,,1
e<,2,JJ,2,0.00181934931507,-0.000974139738616,,,1
e<,2,NN,2,0.00181934931507,-0.000974139738616,,,1
edu,2,VBD,2,0.00181934931507,-0.000974139738616,172726,83059,1
entry,2,NN,2,0.00181934931507,-0.000974139738616,12464818,1629609,1
equations,2,NNS,2,0.00181934931507,-0.000974139738616,10977867,423961,1
existence,2,NN,2,0.00181934931507,-0.000974139738616,28234039,2366833,1
exists positive,10,JJ,2,0.00181934931507,-0.000974139738616,755,594,1
extend,2,VBP,2,0.00181934931507,-0.000974139738616,8936604,1924689,1
extends,2,VBZ,2,0.00181934931507,-0.000974139738616,5265195,1328006,1
field,2,NN,2,0.00181934931507,-0.000974139738616,56378657,2789005,1
free analysis,10,NN,2,0.00181934931507,-0.000974139738616,3022,2234,1
free matrix,10,VBP,2,0.00181934931507,-0.000974139738616,1156,694,1
free semialgebraic,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
free spectrahedra,10,NN,2,0.00181934931507,-0.000974139738616,,,1
free spectrahedra,10,VBD,2,0.00181934931507,-0.000974139738616,,,1
free spectrahedra,10,VBP,2,0.00181934931507,-0.000974139738616,,,1
freely generated,10,VBD,2,0.00181934931507,-0.000974139738616,2987,1414,1
function,2,NN,2,0.00181934931507,-0.000974139738616,53557898,2038564,1
implies matrix,10,VBP,2,0.00181934931507,-0.000974139738616,,,1
inclusions,2,NNS,2,0.00181934931507,-0.000974139738616,576664,92169,1
indices,2,NNS,2,0.00181934931507,-0.000974139738616,1732708,344828,1
intersection,2,NN,2,0.00181934931507,-0.000974139738616,2888930,593265,1
invariant subspace,10,NN,2,0.00181934931507,-0.000974139738616,22222,3372,1
isometric conjugation,10,NN,2,0.00181934931507,-0.000974139738616,,,1
j-th,2,JJ,2,0.00181934931507,-0.000974139738616,,,1
j=,2,VBP,2,0.00181934931507,-0.000974139738616,,,1
j=0,2,NN,2,0.00181934931507,-0.000974139738616,,,1
j=1,2,VBP,2,0.00181934931507,-0.000974139738616,,,1
j],2,$,2,0.00181934931507,-0.000974139738616,,,1
je,2,NN,2,0.00181934931507,-0.000974139738616,1857363,224009,1
k+1,2,JJ,2,0.00181934931507,-0.000974139738616,49536,29752,1
k=1,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
k=1,2,VBD,2,0.00181934931507,-0.000974139738616,,,1
kRe,2,NN,2,0.00181934931507,-0.000974139738616,9390,3866,1
lemma,2,JJ,2,0.00181934931507,-0.000974139738616,1248697,36158,1
letting,2,VBG,2,0.00181934931507,-0.000974139738616,4897878,1537312,1
lies,2,VBZ,2,0.00181934931507,-0.000974139738616,17685668,2438535,1
linear,2,IN,2,0.00181934931507,-0.000974139738616,11614389,730698,1
linear,2,VBP,2,0.00181934931507,-0.000974139738616,11614389,730698,1
linear functional,10,JJ,2,0.00181934931507,-0.000974139738616,64778,8961,1
linear matrix,10,JJ,2,0.00181934931507,-0.000974139738616,3930,1991,1
linear pencils,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
linear polynomial,10,JJ,2,0.00181934931507,-0.000974139738616,4809,2372,1
m-1,2,JJ,2,0.00181934931507,-0.000974139738616,,,1
main result,10,NN,2,0.00181934931507,-0.000974139738616,68688,36046,1
main results,10,NNS,2,0.00181934931507,-0.000974139738616,60578,39463,1
mappings,2,NNS,2,0.00181934931507,-0.000974139738616,297582,45349,1
math,2,NN,2,0.00181934931507,-0.000974139738616,2182746,191492,1
matrix,2,RB,2,0.00181934931507,-0.000974139738616,10320779,527649,1
matrix,2,VBD,2,0.00181934931507,-0.000974139738616,10320779,527649,1
matrix inequality,10,NN,2,0.00181934931507,-0.000974139738616,1615,569,1
matrix pencil,10,NN,2,0.00181934931507,-0.000974139738616,1255,258,1
maximal,2,JJ,2,0.00181934931507,-0.000974139738616,1474156,199375,1
minimal LMI,10,NN,2,0.00181934931507,-0.000974139738616,,,1
minimal LMI,10,VBP,2,0.00181934931507,-0.000974139738616,,,1
model,2,NN,2,0.00181934931507,-0.000974139738616,41672078,2101885,1
monic,2,NN,2,0.00181934931507,-0.000974139738616,44323,8954,1
monomial appears,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
multiplying,2,VBG,2,0.00181934931507,-0.000974139738616,1586481,554034,1
n+m,2,NN,2,0.00181934931507,-0.000974139738616,35407,23920,1
n=p,2,JJ,2,0.00181934931507,-0.000974139738616,,,1
natural,2,JJ,2,0.00181934931507,-0.000974139738616,49617308,2795127,1
nd,2,NN,2,0.00181934931507,-0.000974139738616,1364451,425677,1
nd,2,NNS,2,0.00181934931507,-0.000974139738616,1364451,425677,1
neighborhood,2,NN,2,0.00181934931507,-0.000974139738616,8484844,1349347,1
noncommuting letters,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
nonzero blocks,10,NNS,2,0.00181934931507,-0.000974139738616,312,199,1
nonzero location,10,NN,2,0.00181934931507,-0.000974139738616,,,1
norm,2,NN,2,0.00181934931507,-0.000974139738616,2674501,645952,1
notations,2,NNS,2,0.00181934931507,-0.000974139738616,453368,201211,1
note,2,NN,2,0.00181934931507,-0.000974139738616,37401375,2731620,1
observe,2,NN,2,0.00181934931507,-0.000974139738616,9631113,1925883,1
observe,2,VBP,2,0.00181934931507,-0.000974139738616,9631113,1925883,1
obtain,2,VB,2,0.00181934931507,-0.000974139738616,21398638,2122934,1
optimization,2,NN,2,0.00181934931507,-0.000974139738616,1181685,128908,1
pair,2,JJ,2,0.00181934931507,-0.000974139738616,14077461,1939423,1
paper considers,10,NNS,2,0.00181934931507,-0.000974139738616,9072,6604,1
pencil ball,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
permutation matrices,10,NNS,2,0.00181934931507,-0.000974139738616,5650,1971,1
polynomials invariant,10,VBP,2,0.00181934931507,-0.000974139738616,99,82,1
positive definite,10,JJ,2,0.00181934931507,-0.000974139738616,195775,21638,1
precisely,2,RB,2,0.00181934931507,-0.000974139738616,10258877,1776275,1
preliminary,2,JJ,2,0.00181934931507,-0.000974139738616,5616149,1385482,1
preprint,2,VBP,2,0.00181934931507,-0.000974139738616,73355,17449,1
produces,2,NNS,2,0.00181934931507,-0.000974139738616,9774287,1578506,1
prove,2,IN,2,0.00181934931507,-0.000974139738616,18413819,2464490,1
prove,2,NN,2,0.00181934931507,-0.000974139738616,18413819,2464490,1
prove,2,VB,2,0.00181934931507,-0.000974139738616,18413819,2464490,1
proved,2,VBD,2,0.00181934931507,-0.000974139738616,18703306,2290328,1
real,2,JJ,2,0.00181934931507,-0.000974139738616,63522110,2917253,1
recent,2,JJ,2,0.00181934931507,-0.000974139738616,26677458,2458978,1
reindexing,2,VBG,2,0.00181934931507,-0.000974139738616,2546,1460,1
replacing,2,VBG,2,0.00181934931507,-0.000974139738616,2513261,1034400,1
representation,2,NN,2,0.00181934931507,-0.000974139738616,12222759,1429035,1
restriction,2,NN,2,0.00181934931507,-0.000974139738616,3498280,833771,1
role,2,NN,2,0.00181934931507,-0.000974139738616,41150228,2000445,1
rs,2,NN,2,0.00181934931507,-0.000974139738616,900746,129552,1
sW,2,VBP,2,0.00181934931507,-0.000974139738616,1022825,136802,1
sa,2,VBD,2,0.00181934931507,-0.000974139738616,1831150,365640,1
section contains,10,VBZ,2,0.00181934931507,-0.000974139738616,97281,66597,1
self-adjoint,2,NN,2,0.00181934931507,-0.000974139738616,1882,686,1
self-adjoint variables,10,NNS,2,0.00181934931507,-0.000974139738616,,,1
semi-algebraic,2,JJ,2,0.00181934931507,-0.000974139738616,,,1
semialgebraic,2,JJ,2,0.00181934931507,-0.000974139738616,4189,332,1
semidefinite,2,JJ,2,0.00181934931507,-0.000974139738616,50687,7257,1
semidefinite,2,NN,2,0.00181934931507,-0.000974139738616,50687,7257,1
shuffle,2,NN,2,0.00181934931507,-0.000974139738616,414545,254590,1
solution,2,NN,2,0.00181934931507,-0.000974139738616,38194557,2080531,1
solution sets,10,NNS,2,0.00181934931507,-0.000974139738616,15669,4485,1
spaces,2,NNS,2,0.00181934931507,-0.000974139738616,6145924,1152057,1
span,2,JJ,2,0.00181934931507,-0.000974139738616,4048590,1104487,1
spectrum,2,NN,2,0.00181934931507,-0.000974139738616,6883263,799756,1
standard,2,JJ,2,0.00181934931507,-0.000974139738616,32393249,2321502,1
standard,2,NN,2,0.00181934931507,-0.000974139738616,32393249,2321502,1
stated,2,VBD,2,0.00181934931507,-0.000974139738616,21528316,2214154,1
subset,2,VBD,2,0.00181934931507,-0.000974139738616,1775648,257821,1
subset,2,VBP,2,0.00181934931507,-0.000974139738616,1775648,257821,1
symmetric monic,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
tends,2,VBZ,2,0.00181934931507,-0.000974139738616,7598108,1522158,1
theorem EW,10,NN,2,0.00181934931507,-0.000974139738616,,,1
trace,2,VBP,2,0.00181934931507,-0.000974139738616,7924064,1823124,1
trace norm,10,NN,2,0.00181934931507,-0.000974139738616,975,304,1
ucsd edu,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
unit vector,10,JJ,2,0.00181934931507,-0.000974139738616,156704,29398,1
unit vectors,10,NNS,2,0.00181934931507,-0.000974139738616,98189,21232,1
unitaries U=,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
unitary matrices,10,NNS,2,0.00181934931507,-0.000974139738616,8210,2993,1
univariate matrix,10,JJ,2,0.00181934931507,-0.000974139738616,,,1
univariate polynomials,10,NNS,2,0.00181934931507,-0.000974139738616,1190,287,1
v],2,NN,2,0.00181934931507,-0.000974139738616,,,1
various,2,JJ,2,0.00181934931507,-0.000974139738616,61631730,2862263,1
write,2,VBP,2,0.00181934931507,-0.000974139738616,31017478,2514650,1
written,2,VBN,2,0.00181934931507,-0.000974139738616,49052408,2949508,1
x=,2,NNP,2,0.00181934931507,-0.000974139738616,,,1
yields,2,NNS,2,0.00181934931507,-0.000974139738616,5831329,995128,1
00762>,2,CD,1,0.000909674657534,-0.000540580143281,,,1
00765>,2,CD,1,0.000909674657534,-0.000540580143281,,,1
07993>,2,CD,1,0.000909674657534,-0.000540580143281,,,1
0<,2,CD,1,0.000909674657534,-0.000540580143281,,,1
0<r<,2,CD,1,0.000909674657534,-0.000540580143281,,,1
1/2 X+X,10,CD,1,0.000909674657534,-0.000540580143281,4924,2260,1
1/2C,2,CD,1,0.000909674657534,-0.000540580143281,548376712,3256736,1
1003--1057,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
1006--1008,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
1065--1084,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
117--152,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
13]Pau,2,CD,1,0.000909674657534,-0.000540580143281,,,1
155--236,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
17--61,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
175--188,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
183--252,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
1< k<,10,CD,1,0.000909674657534,-0.000540580143281,,,1
1< r<,10,CD,1,0.000909674657534,-0.000540580143281,,,1
1=,2,CD,1,0.000909674657534,-0.000540580143281,,,1
1C,2,CD,1,0.000909674657534,-0.000540580143281,298725,103843,1
1J,2,CD,1,0.000909674657534,-0.000540580143281,150894,69809,1
1Research,2,CD,1,0.000909674657534,-0.000540580143281,,,1
1Research supported,10,CD,1,0.000909674657534,-0.000540580143281,,,1
1U,2,CD,1,0.000909674657534,-0.000540580143281,58277,36704,1
1em,2,CD,1,0.000909674657534,-0.000540580143281,1167,536,1
1em 4pc,10,CD,1,0.000909674657534,-0.000540580143281,,,1
1em]3,2,CD,1,0.000909674657534,-0.000540580143281,,,1
1em]3 2em,10,CD,1,0.000909674657534,-0.000540580143281,,,1
2-,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
2-2,2,JJ,1,0.000909674657534,-0.000540580143281,545696,146864,1
210--243,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
241--285,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
2<C,2,CD,1,0.000909674657534,-0.000540580143281,,,1
2=0,2,CD,1,0.000909674657534,-0.000540580143281,,,1
2C,2,CD,1,0.000909674657534,-0.000540580143281,189267,74234,1
2Igor,2,CD,1,0.000909674657534,-0.000540580143281,,,1
2Igor Klep,10,CD,1,0.000909674657534,-0.000540580143281,,,1
2Supported,2,CD,1,0.000909674657534,-0.000540580143281,,,1
2]EW,2,CD,1,0.000909674657534,-0.000540580143281,,,1
2em,2,CD,1,0.000909674657534,-0.000540580143281,1149,510,1
2em 4pcsubsubsection[8,10,CD,1,0.000909674657534,-0.000540580143281,,,1
2g,2,CD,1,0.000909674657534,-0.000540580143281,87190,35289,1
2g noncommuting,10,CD,1,0.000909674657534,-0.000540580143281,,,1
307--322,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
321--360,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
32F17,2,CD,1,0.000909674657534,-0.000540580143281,,,1
3721--3737,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
3Research,2,CD,1,0.000909674657534,-0.000540580143281,,,1
3Research supported,10,CD,1,0.000909674657534,-0.000540580143281,,,1
3Scott,2,CD,1,0.000909674657534,-0.000540580143281,160,133,1
3Scott McCullough,10,CD,1,0.000909674657534,-0.000540580143281,,,1
3em,2,CD,1,0.000909674657534,-0.000540580143281,657,537,1
3em 4pcsubsection[6,10,CD,1,0.000909674657534,-0.000540580143281,,,1
401--445,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
46L07,2,CD,1,0.000909674657534,-0.000540580143281,,,1
46N10,2,CD,1,0.000909674657534,-0.000540580143281,,,1
4em]4,2,CD,1,0.000909674657534,-0.000540580143281,,,1
4em]4 1em,10,CD,1,0.000909674657534,-0.000540580143281,,,1
4pc,2,CD,1,0.000909674657534,-0.000540580143281,,,1
4pcsubsection[6,2,CD,1,0.000909674657534,-0.000540580143281,,,1
4pcsubsection[6 1em]3,10,CD,1,0.000909674657534,-0.000540580143281,,,1
4pcsubsubsection[8,2,CD,1,0.000909674657534,-0.000540580143281,,,1
4pcsubsubsection[8 4em]4,10,CD,1,0.000909674657534,-0.000540580143281,,,1
516--534,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
52A05,2,CD,1,0.000909674657534,-0.000540580143281,,,1
55emsection[3,2,CD,1,0.000909674657534,-0.000540580143281,,,1
55emsection[3 8em]2,10,CD,1,0.000909674657534,-0.000540580143281,,,1
5]ER,2,CD,1,0.000909674657534,-0.000540580143281,,,1
8198>,2,CD,1,0.000909674657534,-0.000540580143281,,,1
885--892,2,JJ,1,0.000909674657534,-0.000540580143281,,,1
8em]2,2,CD,1,0.000909674657534,-0.000540580143281,,,1
8em]2 3em,10,CD,1,0.000909674657534,-0.000540580143281,,,1
97--133,2,CD,1,0.000909674657534,-0.000540580143281,,,1
979--1013,2,CD,1,0.000909674657534,-0.000540580143281,,,1
A=A,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
AM14,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
AM14 BVM,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Acad,2,NNP,1,0.000909674657534,-0.000540580143281,2897229,193752,1
Accordingly,2,NNP,1,0.000909674657534,-0.000540580143281,5935500,1437918,1
Additionally,2,RB,1,0.000909674657534,-0.000540580143281,1750583,406468,1
Advanced,2,NNP,1,0.000909674657534,-0.000540580143281,15595490,2179435,1
Advanced Mathematics,10,NNPS,1,0.000909674657534,-0.000540580143281,29067,21033,1
Agency,2,NNP,1,0.000909674657534,-0.000540580143281,13708719,1339747,1
Agency grants,10,NNP,1,0.000909674657534,-0.000540580143281,1354,1107,1
Agler,2,NNP,1,0.000909674657534,-0.000540580143281,2928,1370,1
Algebraic,2,NNP,1,0.000909674657534,-0.000540580143281,1496937,195902,1
Algebraic Approach,10,NNP,1,0.000909674657534,-0.000540580143281,7961,4674,1
Ann,2,NNP,1,0.000909674657534,-0.000540580143281,14563907,1180061,1
Applied,2,NNP,1,0.000909674657534,-0.000540580143281,29741479,2426247,1
Applied Mathematics,10,NNP,1,0.000909674657534,-0.000540580143281,94774,35402,1
Approach,2,NNP,1,0.000909674657534,-0.000540580143281,37571685,2550149,1
Arguing,2,NNP,1,0.000909674657534,-0.000540580143281,2765671,1001332,1
Arv08,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
Arveson,2,NNP,1,0.000909674657534,-0.000540580143281,2893,954,1
Assuming,2,NNP,1,0.000909674657534,-0.000540580143281,5639270,1564639,1
Auckland,2,NNP,1,0.000909674657534,-0.000540580143281,376138,139242,1
B-A,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
BGFB94,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
BPR13,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
BVM HKM12,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
BVM classifying,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
BVM obtain,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Balakrishnan,2,NNP,1,0.000909674657534,-0.000540580143281,25210,8359,1
Ball-Marx-Vinnikov,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
Balls,2,NNP,1,0.000909674657534,-0.000540580143281,3812115,996647,1
Banach,2,NNP,1,0.000909674657534,-0.000540580143281,259630,12226,1
Banach spaces,10,NNP,1,0.000909674657534,-0.000540580143281,45722,5167,1
Berezin,2,NNP,1,0.000909674657534,-0.000540580143281,17255,5753,1
Berezin transforms,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Bi-disk,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
Blekherman,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
Boyd,2,NNP,1,0.000909674657534,-0.000540580143281,1635992,340642,1
Braun,2,NNP,1,0.000909674657534,-0.000540580143281,658186,159149,1
Braun-Kaup-Upmeier,2,NNP,1,0.000909674657534,-0.000540580143281,,,1
Braun-Kaup-Upmeier BKU78,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Cambridge Studies,10,NNPS,1,0.000909674657534,-0.000540580143281,10534,6381,1
Cambridge University,10,NNP,1,0.000909674657534,-0.000540580143281,2769938,495570,1
Canad,2,NNP,1,0.000909674657534,-0.000540580143281,125744,27209,1
Choose permutation,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Choose unit,10,NNP,1,0.000909674657534,-0.000540580143281,205,190,1
Choosing,2,NN,1,0.000909674657534,-0.000540580143281,4512678,1478916,1
Choosing,2,VBG,1,0.000909674657534,-0.000540580143281,4512678,1478916,1
Choquet,2,NNP,1,0.000909674657534,-0.000540580143281,16148,4055,1
Choquet boundary,10,NNP,1,0.000909674657534,-0.000540580143281,395,69,1
Circular Sets,10,NNP,1,0.000909674657534,-0.000540580143281,321,250,1
Clearly,2,NNP,1,0.000909674657534,-0.000540580143281,29138298,2647513,1
Co,2,NNP,1,0.000909674657534,-0.000540580143281,14402277,1752816,1
Completely,2,NNP,1,0.000909674657534,-0.000540580143281,25259169,2664972,1
Completely bounded,10,NNP,1,0.000909674657534,-0.000540580143281,2404,1332,1
Complex,2,NNP,1,0.000909674657534,-0.000540580143281,28491331,2037972,1
Complex Variables,10,NNP,1,0.000909674657534,-0.000540580143281,35134,16271,1
Conjugation,2,NNP,1,0.000909674657534,-0.000540580143281,535568,87107,1
Consider,2,NNP,1,0.000909674657534,-0.000540580143281,31496422,2655656,1
Control Design,10,NNP,1,0.000909674657534,-0.000540580143281,26290,8930,1
Control Theory,10,NNP,1,0.000909674657534,-0.000540580143281,105801,25417,1
Conversely,2,NNP,1,0.000909674657534,-0.000540580143281,1798655,634109,1
Conversely,2,RB,1,0.000909674657534,-0.000540580143281,1798655,634109,1
Coordinate,2,NNP,1,0.000909674657534,-0.000540580143281,3682839,653241,1
Coordinate Unitary,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
Council,2,NNP,1,0.000909674657534,-0.000540580143281,20803977,1391544,1
Criteria,2,NNP,1,0.000909674657534,-0.000540580143281,8786922,1000594,1
DDSS,2,NNP,1,0.000909674657534,-0.000540580143281,1326,399,1
DDSS Eff09,10,NNP,1,0.000909674657534,-0.000540580143281,,,1
