word,n_gram_score,pos,frequency,wordCount,match_count,volume_count,source
discrete degrees,10,NNS,5,145045,4295,879,1
discussing,2,VBG,5,145045,4786761,1572816,1
distinct action,10,NN,5,145045,3164,2810,1
distribution negative,10,JJ,5,145045,81,68,1
dragging,2,VBG,5,145045,1766311,769053,1
effectively dealing,10,VBG,5,145045,4050,3815,1
element,2,NN,5,145045,20996421,2071974,1
elementary units,10,NNS,5,145045,12548,6892,1
emerge,2,NN,5,145045,4155564,1279981,1
emerged,2,VBD,5,145045,6373830,1461325,1
emphasized,2,VBD,5,145045,5671103,1291146,1
encountered,2,VBD,5,145045,6775251,1647542,1
energies backward,10,VBP,5,145045,1,1,1
energiessecond,2,NN,5,145045,1,1,1
energy Dirac's,10,NN,5,145045,1,1,1
energy condition,10,NN,5,145045,4492,2231,1
energy continuum,10,NN,5,145045,1910,960,1
energy densities,10,NNS,5,145045,16456,7127,1
energy interaction,10,NN,5,145045,1772,1153,1
energy particles,10,VBZ,5,145045,27143,12331,1
energy systems,10,NNS,5,145045,62061,19599,1
energy systems,10,VBZ,5,145045,62061,19599,1
energy vacuum,10,NN,5,145045,279,240,1
energyaxioms,2,NNS,5,145045,1,1,1
energyaxioms negative,10,JJ,5,145045,1,1,1
energyblack,2,RB,5,145045,1,1,1
energynegative energy,10,JJ,5,145045,1,1,1
energyquantum,2,NN,5,145045,1,1,1
energyvacuum,2,VBP,5,145045,1,1,1
energyvacuum energy,10,VBP,5,145045,1,1,1
enormous,2,JJ,5,145045,8875024,1814328,1
ensemble,2,JJ,5,145045,1195043,278144,1
entangled system,10,NN,5,145045,279,218,1
entropy,2,RB,5,145045,1275544,102844,1
equality,2,NN,5,145045,6651891,1053059,1
equivalence Einstein's,10,NN,5,145045,1,1,1
establish,2,VB,5,145045,15638217,2126101,1
established,2,VBN,5,145045,38246582,2549101,1
eventually,2,RB,5,145045,13282280,2028132,1
exert,2,NN,5,145045,2627687,981054,1
exerted,2,VBN,5,145045,2645431,899528,1
exist negative,10,JJ,5,145045,207,200,1
experiences,2,NNS,5,145045,16000634,1801256,1
explain,2,VB,5,145045,19324627,2484806,1
extent,2,JJ,5,145045,29603869,2376965,1
extremely,2,RB,5,145045,15692647,2256503,1
factorsgeneral,2,JJ,5,145045,1,1,1
factorsgeneral relativistic,10,JJ,5,145045,1,1,1
facts,2,NNS,5,145045,23800921,2217527,1
failed,2,VBD,5,145045,18129818,2342289,1
favored,2,VBD,5,145045,4921847,1233689,1
field associated,10,VBN,5,145045,15580,9983,1
fielddiscrete,2,JJ,5,145045,1,1,1
fielddiscrete symmetry,10,NN,5,145045,1,1,1
fieldnegative mass,10,NN,5,145045,1,1,1
finally,2,RB,5,145045,30122661,2675215,1
frame dragging,10,VBG,5,145045,650,231,1
freely,2,RB,5,145045,7688283,1922468,1
galaxies,2,NNS,5,145045,771611,86658,1
giving rise,10,NN,5,145045,674070,305239,1
goes,2,VBZ,5,145045,24936718,2708378,1
gravitational entropy,10,NN,5,145045,210,90,1
gravitational fieldnegative,10,JJ,5,145045,1,1,1
hole angular,10,JJ,5,145045,118,85,1
hole event,10,JJ,5,145045,712,474,1
hole information,10,NN,5,145045,543,383,1
hole mass,10,NN,5,145045,3232,1113,1
ignore,2,NN,5,145045,4518503,1454664,1
illustrated,2,VBD,5,145045,10049875,1642647,1
implicit assumptions,10,NNS,5,145045,28664,22693,1
imply,2,RB,5,145045,4376172,1252857,1
important result,10,NN,5,145045,121145,94673,1
imposes,2,VBZ,5,145045,1210708,530930,1
impossibility,2,NN,5,145045,1648986,747725,1
inappropriate,2,NN,5,145045,2442700,817380,1
including energy,10,NN,5,145045,10085,8394,1
incomplete,2,JJ,5,145045,3630929,1202884,1
incorrect,2,NN,5,145045,2698009,837863,1
indice,2,NN,5,145045,26833,8903,1
inertial frame,10,JJ,5,145045,33902,4958,1
instance,2,NN,5,145045,26812935,2310666,1
insurmountable,2,JJ,5,145045,493438,369483,1
interacts,2,NNS,5,145045,522922,225973,1
interesting,2,VBG,5,145045,23609141,2539018,1
interpretationnegative,2,JJ,5,145045,1,1,1
interval,2,JJ,5,145045,8657631,1119553,1
introduces,2,NNS,5,145045,2190953,854858,1
introduction,2,NN,5,145045,11755348,2037110,1
involved,2,VBD,5,145045,35997826,2540816,1
involving negative,10,JJ,5,145045,3426,2933,1
isotropic,2,NN,5,145045,538689,62597,1
kinematic representationdiscrete,10,JJ,5,145045,1,1,1
larger negative,10,JJ,5,145045,7092,6039,1
laws,2,NNS,5,145045,32933272,2124244,1
level,2,JJ,5,145045,65265218,2679698,1
logically,2,RB,5,145045,1988429,728869,1
lose,2,VBP,5,145045,15050994,2475989,1
lower energies,10,NNS,5,145045,21703,10305,1
lower energiessecond,10,NN,5,145045,1,1,1
macroscopic,2,JJ,5,145045,487121,98812,1
magnitude,2,VBP,5,145045,7331980,1179360,1
material,2,JJ,5,145045,49183576,2658980,1
mathematical structure,10,NN,5,145045,26113,15421,1
measuring,2,VBG,5,145045,5900334,1220998,1
mechanics equilibrium,10,VBP,5,145045,1,1,1
methods,2,NNS,5,145045,33865257,2192294,1
microscopic,2,FW,5,145045,1867126,405017,1
microscopic physical,10,JJ,5,145045,713,609,1
momenta,2,JJ,5,145045,210562,39861,1
momentablack hole,10,JJ,5,145045,1,1,1
motiondiscrete,2,JJ,5,145045,1,1,1
motiondiscrete symmetry,10,NN,5,145045,1,1,1
motionless,2,NN,5,145045,1660060,592816,1
motivates,2,NNS,5,145045,343620,209781,1
natural maximum,10,JJ,5,145045,554,463,1
necessarily produce,10,FW,5,145045,41576,38065,1
negative action,10,JJ,5,145045,12302,9731,1
negative energyaxioms,10,NNS,5,145045,1,1,1
negative mass,10,RB,5,145045,5568,2842,1
net gravitational,10,JJ,5,145045,1462,760,1
nevertheless,2,JJ,5,145045,9923129,1668299,1
note,2,NN,5,145045,37401375,2731620,1
obeying,2,VBG,5,145045,715515,438551,1
observed direction,10,NN,5,145045,1822,1399,1
obviously,2,RB,5,145045,10054778,1861125,1
occupied,2,VBD,5,145045,12388258,1923990,1
operationdiscrete,2,JJ,5,145045,1,1,1
operationdiscrete symmetry,10,NN,5,145045,1,1,1
operations basic,10,JJ,5,145045,203,189,1
operations conjugate,10,VBP,5,145045,1,1,1
operations handednessdiscrete,10,VBP,5,145045,1,1,1
operations spacetime,10,VBP,5,145045,1,1,1
opposite charges,10,NNS,5,145045,22640,13048,1
ordinary particle-antiparticle,10,JJ,5,145045,1,1,1
origin,2,JJ,5,145045,17906921,1923173,1
otherwise identical,10,JJ,5,145045,31807,24825,1
outcomes,2,NNS,5,145045,5110900,474425,1
outstanding problemsnegative,10,JJ,5,145045,1,1,1
overdensitynegative,2,JJ,5,145045,1,1,1
pairs,2,VBZ,5,145045,6312126,1130905,1
parameters associated,10,VBD,5,145045,19146,13763,1
particle carrying,10,VBG,5,145045,2156,1745,1
particle world-lines,10,JJ,5,145045,1,1,1
particles carrying,10,VBG,5,145045,3221,2616,1
particles forming,10,VBG,5,145045,4995,3936,1
particular reference,10,NN,5,145045,182499,127883,1
past,2,IN,5,145045,54887156,2952479,1
permanently,2,RB,5,145045,3379121,1278278,1
physical property,10,JJ,5,145045,96662,46340,1
physical theory,10,NN,5,145045,64589,27563,1
plausible,2,JJ,5,145045,2400761,860684,1
positive contribution,10,NN,5,145045,58244,48463,1
positive energy,10,IN,5,145045,60277,30217,1
positive gravitational,10,JJ,5,145045,204,166,1
positively,2,RB,5,145045,3690268,1243307,1
postulate,2,VBP,5,145045,860155,293891,1
potential energynegative,10,NN,5,145045,1,1,1
preceding sections,10,NNS,5,145045,155964,94203,1
precession,2,NN,5,145045,205094,38136,1
pressure,2,NN,5,145045,41534953,2194171,1
presumably,2,RB,5,145045,4996164,1133721,1
priori,2,JJ,5,145045,1590914,381198,1
problemsnegative,2,JJ,5,145045,1,1,1
problemsnegative energy,10,NN,5,145045,1,1,1
process,2,JJ,5,145045,82831195,2651532,1
processes involved,10,VBD,5,145045,224225,135572,1
propagating backward,10,RB,5,145045,226,178,1
properly defined,10,JJ,5,145045,30499,26208,1
proportional,2,JJ,5,145045,4445580,598729,1
propose,2,JJ,5,145045,3996270,1243122,1
quantum fluctuations,10,NNS,5,145045,9743,3171,1
raise,2,NN,5,145045,13213213,2353605,1
raised,2,VBN,5,145045,25635451,2648064,1
reach,2,NN,5,145045,23565064,2766848,1
recognized,2,VBD,5,145045,20426926,2307170,1
rejection,2,NN,5,145045,4572053,1062475,1
relational description,10,NN,5,145045,566,353,1
relationally distinct,10,JJ,5,145045,55,43,1
relatively defined,10,VBD,5,145045,864,821,1
relativistic context,10,NN,5,145045,384,280,1
relativized,2,VBD,5,145045,38846,18089,1
remain invariant,10,JJ,5,145045,11438,7740,1
remains positive,10,JJ,5,145045,13300,10904,1
representationdiscrete,2,JJ,5,145045,1,1,1
representationdiscrete symmetry,10,NN,5,145045,1,1,1
repulsion exerted,10,VBD,5,145045,1075,889,1
require,2,NN,5,145045,24820316,2334783,1
requirement,2,VBP,5,145045,7774091,1159301,1
respect,2,JJ,5,145045,36938607,2662591,1
restrict,2,JJ,5,145045,2303997,851859,1
restricted,2,VBD,5,145045,7061946,1508949,1
revealed,2,VBD,5,145045,11893192,1995547,1
role,2,NN,5,145045,41150228,2000445,1
scalequantum,2,NN,5,145045,1,1,1
semi-classical context,10,JJ,5,145045,1,1,1
shared,2,VBD,5,145045,12855602,2026099,1
shared,2,VBN,5,145045,12855602,2026099,1
shell,2,NN,5,145045,7906383,1272016,1
shortest,2,JJS,5,145045,1331538,653657,1
sign invariance,10,NN,5,145045,1,1,1
simplicity,2,NN,5,145045,4953229,1388270,1
single binary,10,JJ,5,145045,6462,4703,1
singled,2,VBD,5,145045,767299,469300,1
solve,2,NN,5,145045,7154492,1561177,1
specifically,2,RB,5,145045,9567670,1632684,1
specify,2,VB,5,145045,4317108,791924,1
spherical symmetry,10,NN,5,145045,27234,11761,1
spins,2,NNS,5,145045,597753,229968,1
spreading,2,VBG,5,145045,4517489,1394845,1
stability,2,NN,5,145045,8328767,1262892,1
stategeneral,2,JJ,5,145045,1,1,1
stategeneral relativistic,10,JJ,5,145045,1,1,1
strength,2,NN,5,145045,31508229,2579441,1
subsystems,2,NNS,5,145045,574056,105891,1
sufficient,2,JJ,5,145045,25565521,2398003,1
sufficiently,2,RB,5,145045,10307336,1849795,1
suggestion,2,NN,5,145045,7537487,1757506,1
suitable,2,JJ,5,145045,11195571,1905055,1
sum,2,JJ,5,145045,18731511,2020761,1
sum,2,NN,5,145045,18731511,2020761,1
surfaces,2,NNS,5,145045,7488624,820199,1
symmetry operationdiscrete,10,JJ,5,145045,1,1,1
temperaturenegative,2,JJ,5,145045,1,1,1
tensorsvacuum,2,NN,5,145045,1,1,1
theoriesgeneral,2,JJ,5,145045,1,1,1
theoriesgeneral relativistic,10,JJ,5,145045,1,1,1
theory vacuum,10,NN,5,145045,100,84,1
thereby,2,RB,5,145045,11414708,1804815,1
thermal equilibrium,10,NN,5,145045,114271,27648,1
thermodynamicsnegative,2,JJ,5,145045,1,1,1
thermodynamicsstatistical,2,JJ,5,145045,1,1,1
thermodynamicsstatistical mechanics,10,NNS,5,145045,1,1,1
third,2,JJ,5,145045,48584270,2965786,1
time-direction degree,10,JJ,5,145045,1,1,1
time-symmetric viewpoint,10,JJ,5,145045,1,1,1
traditional expectations,10,NNS,5,145045,11862,9942,1
transitions involving,10,VBG,5,145045,6760,4207,1
treatment,2,NN,5,145045,45973626,2232865,1
try,2,VBP,5,145045,32279438,2684999,1
underdense,2,JJ,5,145045,3123,539,1
underdense regions,10,NNS,5,145045,170,97,1
understanding,2,NN,5,145045,31298602,2530279,1
undesirable,2,JJ,5,145045,2136948,788489,1
universal expansion,10,NN,5,145045,3694,2265,1
unnecessary,2,JJ,5,145045,5285374,1618775,1
upper,2,JJ,5,145045,24760447,2307393,1
vacuum,2,RB,5,145045,3992865,811305,1
vertex,2,NN,5,145045,1502064,105698,1
viewpoints,2,NNS,5,145045,763714,356174,1
violate,2,JJ,5,145045,2042940,686676,1
weak interaction,10,NN,5,145045,27850,8292,1
willing,2,JJ,5,145045,15750494,2246257,1
working,2,VBG,5,145045,45273668,2817529,1
wrong direction,10,NN,5,145045,198414,166126,1
zero energy,10,NN,5,145045,16748,8660,1
Actually,2,NNP,4,145045,32871581,2693839,1
CPT theorem,10,NNP,4,145045,1506,435,1
Ctime direction,10,NNP,4,145045,1,1,1
Dirac's solutionnegative,10,NNP,4,145045,1,1,1
Tconstraint,2,NNP,4,145045,1,1,1
absolute gravitational,10,JJ,4,145045,240,108,1
absolute lopsidednessdiscrete,10,JJ,4,145045,1,1,1
accelerate,2,VBP,4,145045,982942,462595,1
accelerationconstraint,2,VBP,4,145045,1,1,1
accept,2,JJ,4,145045,19861006,2387391,1
accurate,2,NN,4,145045,10469769,1968560,1
achieved,2,VBN,4,145045,12266754,1870248,1
actually negative,10,JJ,4,145045,5650,5206,1
adopting,2,VBG,4,145045,2023455,873319,1
agrees,2,VBZ,4,145045,2992172,1001881,1
allow,2,VB,4,145045,25148884,2630919,1
amount,2,JJ,4,145045,51540293,2674747,1
antimatter,2,JJ,4,145045,58576,12731,1
appear,2,IN,4,145045,39759425,2852934,1
applied forces,10,NNS,4,145045,29659,11950,1
apply,2,NN,4,145045,19037331,2238631,1
appropriate conditions,10,NNS,4,145045,64792,46646,1
argue,2,NN,4,145045,7507379,1528341,1
aspect,2,VBP,4,145045,13006416,1991231,1
assert,2,JJ,4,145045,3787763,1095888,1
asserted,2,VBD,4,145045,4635502,1067392,1
associate,2,NN,4,145045,4368096,1371092,1
astronomical observations,10,NNS,4,145045,69283,36595,1
asymmetrydiscrete,2,JJ,4,145045,1,1,1
asymmetrydiscrete symmetry,10,NN,4,145045,1,1,1
asymmetrynegative,2,JJ,4,145045,1,1,1
attract,2,JJ,4,145045,4149944,1397744,1
attract,2,VBP,4,145045,4149944,1397744,1
attractionnegative,2,JJ,4,145045,1,1,1
attractionnegative energy,10,NN,4,145045,1,1,1
attractive interaction,10,NN,4,145045,7886,3582,1
averaged,2,VBD,4,145045,1803628,528050,1
aware,2,JJ,4,145045,17887669,2324628,1
axes,2,NNS,4,145045,2917465,554680,1
backward,2,IN,4,145045,5068004,1418325,1
balance,2,NN,4,145045,20121415,2239176,1
balances,2,NNS,4,145045,1960881,524825,1
basically,2,RB,4,145045,3241638,1017175,1
behave,2,VBP,4,145045,3298599,1136397,1
belief,2,NN,4,145045,17258367,2051496,1
beyond,2,IN,4,145045,39149767,2870669,1
bidirectional timediscrete,10,JJ,4,145045,1,1,1
bits,2,NNS,4,145045,5022742,1129954,1
boson,2,NN,4,145045,72926,7903,1
bound,2,VBD,4,145045,19337481,2429577,1
bound systems,10,NNS,4,145045,2703,1823,1
bound systemsnegative,10,JJ,4,145045,1,1,1
boundblack,2,NN,4,145045,1,1,1
cancel,2,NN,4,145045,1398598,608699,1
cancel,2,VBP,4,145045,1398598,608699,1
causally,2,RB,4,145045,257826,98369,1
causally related,10,VBD,4,145045,56591,36757,1
caused,2,VBD,4,145045,26058317,2557486,1
cavity,2,NN,4,145045,4835395,410444,1
certainly appropriate,10,NN,4,145045,9373,9012,1
characterized,2,JJ,4,145045,9736036,1437880,1
charge reversal,10,NN,4,145045,2138,1019,1
classical theory,10,JJ,4,145045,132180,45907,1
clearly distinct,10,JJ,4,145045,36074,31207,1
combine,2,NN,4,145045,4973615,1443984,1
combined,2,JJ,4,145045,14723517,2229586,1
combined PTC,10,VBP,4,145045,1,1,1
combining,2,VBG,4,145045,2969889,1092910,1
compensated,2,JJ,4,145045,1446902,633836,1
compensating amount,10,NN,4,145045,606,556,1
complex,2,JJ,4,145045,28491331,2037972,1
conceptnegative,2,JJ,4,145045,1,1,1
concepts,2,NNS,4,145045,11124320,1188271,1
concerned,2,VBN,4,145045,24821214,2544677,1
confidence,2,NN,4,145045,15797861,2154331,1
confident,2,JJ,4,145045,4430970,1477741,1
consequent,2,JJ,4,145045,2611846,885850,1
considered valid,10,JJ,4,145045,40175,34192,1
consistent notion,10,NN,4,145045,777,736,1
contact,2,VBP,4,145045,23337823,2302348,1
continue,2,NN,4,145045,24945015,2680919,1
continuous world-line,10,JJ,4,145045,1,1,1
continuumconstraint,2,NN,4,145045,1,1,1
contradict,2,JJ,4,145045,1235137,650043,1
contrarily,2,RB,4,145045,22756,17038,1
contribute,2,VBP,4,145045,8112444,1681560,1
contributes,2,NNS,4,145045,2369526,889493,1
coordinatestime direction,10,NN,4,145045,1,1,1
corresponds,2,VBZ,4,145045,4564611,929223,1
cosmic scale,10,NN,4,145045,12193,9870,1
creation process,10,NN,4,145045,31382,17411,1
creation processes,10,NNS,4,145045,2239,1384,1
cross,2,NN,4,145045,26295875,2565943,1
crossing,2,VBG,4,145045,5673835,1431650,1
curvature tensorsgeneral,10,JJ,4,145045,1,1,1
decisive results,10,NNS,4,145045,22410,16774,1
decrease,2,JJ,4,145045,9465400,1139120,1
deduce,2,VBP,4,145045,855880,361076,1
defined charge,10,NN,4,145045,452,392,1
defined properties,10,NNS,4,145045,4580,3467,1
definition center,10,NN,4,145045,62,51,1
definition polar,10,JJ,4,145045,1,1,1
denoted,2,VBN,4,145045,1811713,392215,1
dependent energy,10,NN,4,145045,2653,2027,1
deriving,2,VBG,4,145045,967412,502067,1
determined,2,JJ,4,145045,32568065,2656789,1
dimension,2,NN,4,145045,5889768,982646,1
dipole,2,NN,4,145045,932732,49046,1
directed toward,10,JJ,4,145045,1221267,545448,1
direction degree,10,VBZ,4,145045,51,48,1
direction opposite,10,NN,4,145045,111339,71772,1
directiondiscrete,2,JJ,4,145045,1,1,1
directiondiscrete symmetry,10,NN,4,145045,1,1,1
discussion concerning,10,VBG,4,145045,63268,53195,1
disintegrationsecond,2,VBP,4,145045,1,1,1
distinct operations,10,NNS,4,145045,13953,10966,1
distinctions,2,NNS,4,145045,3201344,961874,1
distribution gravitational,10,JJ,4,145045,1,1,1
distributionvoids,2,NNS,4,145045,1,1,1
dynamic,2,JJ,4,145045,7417101,1085220,1
easier,2,JJR,4,145045,10666699,2282603,1
easily,2,RB,4,145045,31187884,2835416,1
effectively allowed,10,VBN,4,145045,1895,1846,1
effectively reversed,10,VBD,4,145045,3094,2945,1
effectively reversing,10,VBG,4,145045,814,805,1
electromagnetic field,10,VBP,4,145045,166561,38785,1
elevator experiment,10,NN,4,145045,59,43,1
elevators,2,NNS,4,145045,668490,244087,1
emerges,2,NNS,4,145045,2300478,827567,1
emerges,2,VBZ,4,145045,2300478,827567,1
emphasize,2,VB,4,145045,4445068,1236572,1
empirical,2,JJ,4,145045,5725344,652372,1
energy associated,10,VBN,4,145045,53370,25203,1
energy backward,10,RB,4,145045,100,98,1
energy continuumconstraint,10,NN,4,145045,1,1,1
energy forward,10,RB,4,145045,730,639,1
energy kinetic,10,JJ,4,145045,962,849,1
energy natural,10,JJ,4,145045,1820,358,1
energy occurring,10,VBG,4,145045,1127,1088,1
energy planet,10,NN,4,145045,1,1,1
energy signs,10,VBZ,4,145045,57,50,1
energy variations,10,NNS,4,145045,1735,1365,1
energy virtual,10,JJ,4,145045,150,112,1
energyvacuum,2,NN,4,145045,1,1,1
entropy,2,VBZ,4,145045,1275544,102844,1
entropy derived,10,VBD,4,145045,130,120,1
entropyblack hole,10,NN,4,145045,1,1,1
entropynegative,2,JJ,4,145045,1,1,1
entropyquantum gravitation,10,NN,4,145045,1,1,1
entropysecond,2,VBP,4,145045,1,1,1
entropytime,2,VBP,4,145045,1,1,1
entropytime irreversibility,10,NN,4,145045,1,1,1
enunciated,2,VBD,4,145045,462259,267618,1
equivalence,2,JJ,4,145045,1221865,230623,1
equivalence,2,RB,4,145045,1221865,230623,1
equivalent repulsive,10,JJ,4,145045,1,1,1
equivalently,2,RB,4,145045,226767,79491,1
event horizonquantum,10,NN,4,145045,1,1,1
exchange symmetrynegative,10,JJ,4,145045,1,1,1
exerting,2,VBG,4,145045,588379,395269,1
exist,2,VB,4,145045,20669986,2397507,1
existence,2,JJ,4,145045,28234039,2366833,1
explainable,2,JJ,4,145045,124052,91743,1
explaining,2,VBG,4,145045,4245535,1521697,1
explicit,2,VBP,4,145045,5346517,1100765,1
expressed,2,VBD,4,145045,23563331,2375218,1
external electric,10,JJ,4,145045,26203,10703,1
faced,2,VBD,4,145045,9948439,1983170,1
faster,2,RBR,4,145045,6667848,1603278,1
favored,2,JJ,4,145045,4921847,1233689,1
fermion,2,NN,4,145045,55108,4818,1
fieldnegative energy,10,NN,4,145045,1,1,1
fieldquantum,2,NN,4,145045,1,1,1
fieldquantum gravitation,10,NN,4,145045,1,1,1
figures,2,NNS,4,145045,20517593,2303871,1
fluctuating gravitational,10,JJ,4,145045,137,92,1
fluctuation,2,NN,4,145045,744560,277371,1
forcenegative energy,10,NN,4,145045,1,1,1
forcesnegative,2,JJ,4,145045,1,1,1
forcesnegative mass,10,NN,4,145045,1,1,1
formations,2,NNS,4,145045,1860329,418847,1
former,2,JJ,4,145045,33665092,2553548,1
formulated,2,VBD,4,145045,2760874,894768,1
function,2,NN,4,145045,53557898,2038564,1
fundamental bidirectional,10,JJ,4,145045,1,1,1
fundamental theoretical,10,JJ,4,145045,11660,10490,1
gain,2,VBP,4,145045,19750964,2371225,1
generalized,2,VBD,4,145045,3262962,637910,1
gives rise,10,VBP,4,145045,1206031,437075,1
goal,2,NN,4,145045,15696945,1931917,1
gravitation fluctuating,10,VBG,4,145045,1,1,1
gravitational attractionnegative,10,JJ,4,145045,1,1,1
gravitational charge,10,NN,4,145045,684,254,1
gravitational collapse,10,VBP,4,145045,14769,4614,1
gravitational fieldquantum,10,NN,4,145045,1,1,1
gravitational properties,10,NNS,4,145045,643,511,1
growing,2,VBG,4,145045,23777672,2626592,1
handednessblack,2,NN,4,145045,1,1,1
highest,2,JJS,4,145045,18813050,2432740,1
highly,2,RB,4,145045,25674758,2525015,1
hole Hawking,10,VBG,4,145045,1,1,1
hole chargeblack,10,NN,4,145045,1,1,1
hole electromagnetic,10,JJ,4,145045,1,1,1
hole informationblack,10,VBP,4,145045,1,1,1
hole informationdiscrete,10,JJ,4,145045,1,1,1
hole informationquantum,10,NN,4,145045,1,1,1
hole spacetime,10,JJ,4,145045,121,57,1
hole thermodynamicsstatistical,10,JJ,4,145045,1,1,1
horizon,2,VBD,4,145045,4899143,1197474,1
horizonquantum,2,NN,4,145045,1,1,1
horizonquantum gravitation,10,NN,4,145045,1,1,1
identical particles,10,NNS,4,145045,16555,5947,1
ignore,2,JJ,4,145045,4518503,1454664,1
illustrates,2,VBZ,4,145045,5144244,1215201,1
implications,2,NNS,4,145045,7305299,1164773,1
imposes,2,NNS,4,145045,1210708,530930,1
inappropriateness,2,JJ,4,145045,73945,60061,1
incompatibility,2,NN,4,145045,464431,231836,1
incorrect,2,VBP,4,145045,2698009,837863,1
increase,2,VB,4,145045,45587947,2436533,1
independent contribution,10,NN,4,145045,9420,7611,1
indeterminacy,2,NN,4,145045,215045,71120,1
indicate,2,VBP,4,145045,17998987,2182912,1
indicates,2,VBZ,4,145045,13141079,1804463,1
indirect,2,VBP,4,145045,5099164,1118336,1
indirectly,2,RB,4,145045,3610244,1198455,1
individual,2,JJ,4,145045,64485327,2630794,1
inertia,2,JJ,4,145045,1757532,420493,1
inertial mass,10,JJ,4,145045,17148,4927,1
inertial mass,10,VBP,4,145045,17148,4927,1
inertial massinertial,10,JJ,4,145045,1,1,1
inertial properties,10,NNS,4,145045,3871,2072,1
inertianegative,2,JJ,4,145045,1,1,1
information associated,10,VBD,4,145045,24590,16668,1
information associated,10,VBN,4,145045,24590,16668,1
information required,10,VBD,4,145045,250178,111827,1
informationdiscrete,2,JJ,4,145045,1,1,1
informationdiscrete symmetry,10,NN,4,145045,1,1,1
insights gained,10,VBD,4,145045,28756,24897,1
insist,2,NN,4,145045,4034707,1363249,1
instants,2,NNS,4,145045,170494,74179,1
integration,2,NN,4,145045,7461130,810128,1
interact,2,VBP,4,145045,2591850,617652,1
interactions withvacuum,10,NN,4,145045,1,1,1
interacts,2,VBZ,4,145045,522922,225973,1
interference,2,NN,4,145045,5444111,1149923,1
interpretationnegative energy,10,NN,4,145045,1,1,1
intervalsconstraint,2,VBP,4,145045,1,1,1
introducing,2,VBG,4,145045,3186169,1280966,1
invariance,2,JJ,4,145045,301635,50797,1
investigation,2,NN,4,145045,11705728,1680578,1
involving opposite,10,JJ,4,145045,221,197,1
involving positive,10,JJ,4,145045,3081,2696,1
irrelevant,2,JJ,4,145045,2538196,858737,1
irreversible,2,JJ,4,145045,946647,320065,1
joint,2,JJ,4,145045,15207399,1640042,1
justify,2,NN,4,145045,5793408,1516093,1
largest scale,10,NN,4,145045,25101,21332,1
learned,2,VBD,4,145045,28613178,2572488,1
leaving,2,VBG,4,145045,21278581,2648585,1
length,2,NN,4,145045,39152570,2673438,1
likely,2,RB,4,145045,41373566,2630323,1
limit,2,VBP,4,145045,15492896,2093809,1
limitations imposed,10,VBD,4,145045,143001,110683,1
local masses,10,NNS,4,145045,1217,977,1
located inside,10,JJ,4,145045,59050,43129,1
logical,2,JJ,4,145045,9060281,1594465,1
lopsidednessdiscrete,2,JJ,4,145045,1,1,1
lopsidednessdiscrete symmetry,10,NN,4,145045,1,1,1
macroscopic parametersblack,10,NN,4,145045,1,1,1
magnetic fields,10,NNS,4,145045,413266,77924,1
map,2,NN,4,145045,11842787,1459655,1
mass observer,10,NN,4,145045,93,40,1
mass sign,10,JJ,4,145045,126,89,1
mass sign,10,VBP,4,145045,126,89,1
massinertial,2,JJ,4,145045,1,1,1
massinertial gravitational,10,JJ,4,145045,1,1,1
massive,2,JJ,4,145045,6507998,1400025,1
material,2,NN,4,145045,49183576,2658980,1
mathematical developments,10,NNS,4,145045,4681,3835,1
mathematical viewpoint,10,NN,4,145045,3138,2708,1
matter-antimatter asymmetrynegative,10,JJ,4,145045,1,1,1
matterblack hole,10,JJ,4,145045,1,1,1
matters,2,NNS,4,145045,20441486,2276693,1
mentioned,2,JJ,4,145045,26559690,2575217,1
merely relative,10,JJ,4,145045,17237,14212,1
metaphysical,2,JJ,4,145045,2283929,426498,1
metric propertiesgeneral,10,JJ,4,145045,1,1,1
momentaquantum,2,NN,4,145045,1,1,1
momentaquantum gravitation,10,NN,4,145045,1,1,1
momentumconstraint,2,NN,4,145045,1,1,1
momentumtime,2,JJ,4,145045,1,1,1
momentumtime direction,10,NN,4,145045,1,1,1
motiontime,2,JJ,4,145045,1,1,1
motivated,2,VBN,4,145045,3235243,894756,1
motivation,2,NN,4,145045,4669389,833048,1
mutually,2,RB,4,145045,2849142,991479,1
necessarily produce,10,VBP,4,145045,41576,38065,1
negative,2,VBP,4,145045,23210294,1900108,1
negative charges,10,NNS,4,145045,90338,35947,1
negative densities,10,NNS,4,145045,1004,546,1
negative densitiesnegative,10,JJ,4,145045,1,1,1
negative frequencies,10,NNS,4,145045,6255,2953,1
negative potential,10,JJ,4,145045,40396,18922,1
negative stress-energy,10,JJ,4,145045,1,1,1
negative temperature,10,NN,4,145045,20278,9618,1
negative territory,10,JJ,4,145045,1595,1255,1
negatively,2,RB,4,145045,1588824,567203,1
non-gravitational charges,10,JJ,4,145045,1,1,1
obeyed,2,VBD,4,145045,2034859,803816,1
observational viewpoint,10,NN,4,145045,177,160,1
observer,2,JJ,4,145045,4690327,1177214,1
occupy,2,JJ,4,145045,4634537,1466370,1
occupy negative,10,JJ,4,145045,1,1,1
occurred,2,VBD,4,145045,18811138,2330419,1
operations classical,10,JJ,4,145045,1,1,1
operations momentum,10,VBP,4,145045,1,1,1
operations momentumtime,10,VBP,4,145045,1,1,1
operations quantum,10,VBP,4,145045,1,1,1
opposite charge,10,NN,4,145045,26946,15885,1
