word,pos,frequency,tf_idf,inf
m-1,JJ,2,0.00182756396474,-0.000977839430582
main result,NA,2,0.00182756396474,-0.000977839430582
main results,NA,2,0.00182756396474,-0.000977839430582
mappings,NNS,2,0.00182756396474,-0.000977839430582
matrices,VBZ,2,0.00182756396474,-0.000977839430582
matrix,RB,2,0.00182756396474,-0.000977839430582
matrix,VBD,2,0.00182756396474,-0.000977839430582
matrix inequality,NA,2,0.00182756396474,-0.000977839430582
matrix pencil,NA,2,0.00182756396474,-0.000977839430582
maximal,JJ,2,0.00182756396474,-0.000977839430582
model,NN,2,0.00182756396474,-0.000977839430582
monic,NN,2,0.00182756396474,-0.000977839430582
monic linear,NA,2,0.00182756396474,-0.000977839430582
monic pencil,NA,2,0.00182756396474,-0.000977839430582
monomial appears,NA,2,0.00182756396474,-0.000977839430582
multiplying,VBG,2,0.00182756396474,-0.000977839430582
n+m,NN,2,0.00182756396474,-0.000977839430582
n=p,JJ,2,0.00182756396474,-0.000977839430582
natural,JJ,2,0.00182756396474,-0.000977839430582
nd,NN,2,0.00182756396474,-0.000977839430582
nd,NNS,2,0.00182756396474,-0.000977839430582
neighborhood,NN,2,0.00182756396474,-0.000977839430582
noncommuting letters,NA,2,0.00182756396474,-0.000977839430582
nonzero blocks,NA,2,0.00182756396474,-0.000977839430582
nonzero location,NA,2,0.00182756396474,-0.000977839430582
nonzero matrix,NA,2,0.00182756396474,-0.000977839430582
norm,NN,2,0.00182756396474,-0.000977839430582
notations,NNS,2,0.00182756396474,-0.000977839430582
note,NN,2,0.00182756396474,-0.000977839430582
observe,NN,2,0.00182756396474,-0.000977839430582
observe,VBP,2,0.00182756396474,-0.000977839430582
obtain,VB,2,0.00182756396474,-0.000977839430582
operator systems,NA,2,0.00182756396474,-0.000977839430582
optimization,NN,2,0.00182756396474,-0.000977839430582
pair,JJ,2,0.00182756396474,-0.000977839430582
paper considers,NA,2,0.00182756396474,-0.000977839430582
permutation matrices,NA,2,0.00182756396474,-0.000977839430582
polynomials invariant,NA,2,0.00182756396474,-0.000977839430582
positive definite,NA,2,0.00182756396474,-0.000977839430582
precisely,RB,2,0.00182756396474,-0.000977839430582
preliminary,JJ,2,0.00182756396474,-0.000977839430582
preprint,VBP,2,0.00182756396474,-0.000977839430582
produces,NNS,2,0.00182756396474,-0.000977839430582
prove,IN,2,0.00182756396474,-0.000977839430582
prove,NN,2,0.00182756396474,-0.000977839430582
prove,VB,2,0.00182756396474,-0.000977839430582
proved,VBD,2,0.00182756396474,-0.000977839430582
real,JJ,2,0.00182756396474,-0.000977839430582
recent,JJ,2,0.00182756396474,-0.000977839430582
reindexing,VBG,2,0.00182756396474,-0.000977839430582
replacing,VBG,2,0.00182756396474,-0.000977839430582
representation,NN,2,0.00182756396474,-0.000977839430582
restriction,NN,2,0.00182756396474,-0.000977839430582
role,NN,2,0.00182756396474,-0.000977839430582
rs,NN,2,0.00182756396474,-0.000977839430582
sW,VBP,2,0.00182756396474,-0.000977839430582
section contains,NA,2,0.00182756396474,-0.000977839430582
self-adjoint,NN,2,0.00182756396474,-0.000977839430582
self-adjoint variables,NA,2,0.00182756396474,-0.000977839430582
semi-algebraic,JJ,2,0.00182756396474,-0.000977839430582
semialgebraic,JJ,2,0.00182756396474,-0.000977839430582
semidefinite,JJ,2,0.00182756396474,-0.000977839430582
semidefinite,NN,2,0.00182756396474,-0.000977839430582
shuffle,NN,2,0.00182756396474,-0.000977839430582
solution,NN,2,0.00182756396474,-0.000977839430582
solution sets,NA,2,0.00182756396474,-0.000977839430582
spaces,NNS,2,0.00182756396474,-0.000977839430582
span,JJ,2,0.00182756396474,-0.000977839430582
spectrum,NN,2,0.00182756396474,-0.000977839430582
stated,VBD,2,0.00182756396474,-0.000977839430582
subset,VBP,2,0.00182756396474,-0.000977839430582
symmetric monic,NA,2,0.00182756396474,-0.000977839430582
tends,VBZ,2,0.00182756396474,-0.000977839430582
theorem EW,NA,2,0.00182756396474,-0.000977839430582
trace,VBP,2,0.00182756396474,-0.000977839430582
trace norm,NA,2,0.00182756396474,-0.000977839430582
unit vectors,NA,2,0.00182756396474,-0.000977839430582
unitaries U=,NA,2,0.00182756396474,-0.000977839430582
unitary matrices,NA,2,0.00182756396474,-0.000977839430582
univariate matrix,NA,2,0.00182756396474,-0.000977839430582
univariate polynomials,NA,2,0.00182756396474,-0.000977839430582
v],NN,2,0.00182756396474,-0.000977839430582
various,JJ,2,0.00182756396474,-0.000977839430582
write,VBP,2,0.00182756396474,-0.000977839430582
written,VBN,2,0.00182756396474,-0.000977839430582
yields,NNS,2,0.00182756396474,-0.000977839430582
00762>,CD,1,0.000913781982369,-0.000542671596607
00765>,CD,1,0.000913781982369,-0.000542671596607
07993>,CD,1,0.000913781982369,-0.000542671596607
0<,CD,1,0.000913781982369,-0.000542671596607
0<r<,CD,1,0.000913781982369,-0.000542671596607
0},CD,1,0.000913781982369,-0.000542671596607
1/2 X+X,NA,1,0.000913781982369,-0.000542671596607
1/2C,CD,1,0.000913781982369,-0.000542671596607
1003--1057,JJ,1,0.000913781982369,-0.000542671596607
1006--1008,JJ,1,0.000913781982369,-0.000542671596607
1065--1084,JJ,1,0.000913781982369,-0.000542671596607
117--152,JJ,1,0.000913781982369,-0.000542671596607
13]Pau,CD,1,0.000913781982369,-0.000542671596607
155--236,JJ,1,0.000913781982369,-0.000542671596607
17--61,JJ,1,0.000913781982369,-0.000542671596607
175--188,JJ,1,0.000913781982369,-0.000542671596607
183--252,JJ,1,0.000913781982369,-0.000542671596607
1< k<,NA,1,0.000913781982369,-0.000542671596607
1< r<,NA,1,0.000913781982369,-0.000542671596607
1=,CD,1,0.000913781982369,-0.000542671596607
1C,CD,1,0.000913781982369,-0.000542671596607
1J,CD,1,0.000913781982369,-0.000542671596607
1Research,CD,1,0.000913781982369,-0.000542671596607
1Research supported,NA,1,0.000913781982369,-0.000542671596607
1U,CD,1,0.000913781982369,-0.000542671596607
1em,CD,1,0.000913781982369,-0.000542671596607
1em 4pc,NA,1,0.000913781982369,-0.000542671596607
1em]3,CD,1,0.000913781982369,-0.000542671596607
1em]3 2em,NA,1,0.000913781982369,-0.000542671596607
2-,JJ,1,0.000913781982369,-0.000542671596607
2-2,JJ,1,0.000913781982369,-0.000542671596607
210--243,JJ,1,0.000913781982369,-0.000542671596607
241--285,JJ,1,0.000913781982369,-0.000542671596607
2<C,CD,1,0.000913781982369,-0.000542671596607
2=0,CD,1,0.000913781982369,-0.000542671596607
2C,CD,1,0.000913781982369,-0.000542671596607
2Igor,CD,1,0.000913781982369,-0.000542671596607
2Igor Klep,NA,1,0.000913781982369,-0.000542671596607
2Supported,CD,1,0.000913781982369,-0.000542671596607
2]EW,CD,1,0.000913781982369,-0.000542671596607
2em,CD,1,0.000913781982369,-0.000542671596607
2em 4pcsubsubsection[8,NA,1,0.000913781982369,-0.000542671596607
2g,CD,1,0.000913781982369,-0.000542671596607
2g noncommuting,NA,1,0.000913781982369,-0.000542671596607
307--322,JJ,1,0.000913781982369,-0.000542671596607
321--360,JJ,1,0.000913781982369,-0.000542671596607
32F17,CD,1,0.000913781982369,-0.000542671596607
3721--3737,JJ,1,0.000913781982369,-0.000542671596607
3Research,CD,1,0.000913781982369,-0.000542671596607
3Research supported,NA,1,0.000913781982369,-0.000542671596607
3Scott,CD,1,0.000913781982369,-0.000542671596607
3Scott McCullough,NA,1,0.000913781982369,-0.000542671596607
3em,CD,1,0.000913781982369,-0.000542671596607
3em 4pcsubsection[6,NA,1,0.000913781982369,-0.000542671596607
401--445,JJ,1,0.000913781982369,-0.000542671596607
46L07,CD,1,0.000913781982369,-0.000542671596607
46N10,CD,1,0.000913781982369,-0.000542671596607
4em]4,CD,1,0.000913781982369,-0.000542671596607
4em]4 1em,NA,1,0.000913781982369,-0.000542671596607
4pc,CD,1,0.000913781982369,-0.000542671596607
4pcsubsection[6,CD,1,0.000913781982369,-0.000542671596607
4pcsubsection[6 1em]3,NA,1,0.000913781982369,-0.000542671596607
4pcsubsubsection[8,CD,1,0.000913781982369,-0.000542671596607
4pcsubsubsection[8 4em]4,NA,1,0.000913781982369,-0.000542671596607
516--534,JJ,1,0.000913781982369,-0.000542671596607
52A05,CD,1,0.000913781982369,-0.000542671596607
55emsection[3,CD,1,0.000913781982369,-0.000542671596607
55emsection[3 8em]2,NA,1,0.000913781982369,-0.000542671596607
5]ER,CD,1,0.000913781982369,-0.000542671596607
8198>,CD,1,0.000913781982369,-0.000542671596607
885--892,JJ,1,0.000913781982369,-0.000542671596607
8em]2,CD,1,0.000913781982369,-0.000542671596607
8em]2 3em,NA,1,0.000913781982369,-0.000542671596607
97--133,CD,1,0.000913781982369,-0.000542671596607
979--1013,CD,1,0.000913781982369,-0.000542671596607
A=A,NNP,1,0.000913781982369,-0.000542671596607
A={A,NNP,1,0.000913781982369,-0.000542671596607
A={A s},NA,1,0.000913781982369,-0.000542671596607
AM14,NNP,1,0.000913781982369,-0.000542671596607
AM14 BVM,NA,1,0.000913781982369,-0.000542671596607
Acad,NNP,1,0.000913781982369,-0.000542671596607
Accordingly,NNP,1,0.000913781982369,-0.000542671596607
Additionally,RB,1,0.000913781982369,-0.000542671596607
Advanced,NNP,1,0.000913781982369,-0.000542671596607
Advanced Mathematics,NA,1,0.000913781982369,-0.000542671596607
Agency,NNP,1,0.000913781982369,-0.000542671596607
Agency grants,NA,1,0.000913781982369,-0.000542671596607
Agler,NNP,1,0.000913781982369,-0.000542671596607
Algebraic,NNP,1,0.000913781982369,-0.000542671596607
Algebraic Approach,NA,1,0.000913781982369,-0.000542671596607
Ann,NNP,1,0.000913781982369,-0.000542671596607
Applied,NNP,1,0.000913781982369,-0.000542671596607
Applied Mathematics,NA,1,0.000913781982369,-0.000542671596607
Approach,NNP,1,0.000913781982369,-0.000542671596607
Arguing,NNP,1,0.000913781982369,-0.000542671596607
Arv08,NNP,1,0.000913781982369,-0.000542671596607
Arveson,NNP,1,0.000913781982369,-0.000542671596607
Assuming,NNP,1,0.000913781982369,-0.000542671596607
Auckland,NNP,1,0.000913781982369,-0.000542671596607
B-A,NNP,1,0.000913781982369,-0.000542671596607
BGFB94,NNP,1,0.000913781982369,-0.000542671596607
BPR13,NNP,1,0.000913781982369,-0.000542671596607
BVM HKM12,NA,1,0.000913781982369,-0.000542671596607
BVM classifying,NA,1,0.000913781982369,-0.000542671596607
BVM obtain,NA,1,0.000913781982369,-0.000542671596607
Balakrishnan,NNP,1,0.000913781982369,-0.000542671596607
Ball-Marx-Vinnikov,NNP,1,0.000913781982369,-0.000542671596607
Balls,NNP,1,0.000913781982369,-0.000542671596607
Banach,NNP,1,0.000913781982369,-0.000542671596607
Banach spaces,NA,1,0.000913781982369,-0.000542671596607
Berezin,NNP,1,0.000913781982369,-0.000542671596607
Berezin transforms,NA,1,0.000913781982369,-0.000542671596607
Bi-disk,NNP,1,0.000913781982369,-0.000542671596607
Blekherman,NNP,1,0.000913781982369,-0.000542671596607
Boyd,NNP,1,0.000913781982369,-0.000542671596607
Braun,NNP,1,0.000913781982369,-0.000542671596607
Braun-Kaup-Upmeier,NNP,1,0.000913781982369,-0.000542671596607
Braun-Kaup-Upmeier BKU78,NA,1,0.000913781982369,-0.000542671596607
Cambridge Studies,NA,1,0.000913781982369,-0.000542671596607
Cambridge University,NA,1,0.000913781982369,-0.000542671596607
Canad,NNP,1,0.000913781982369,-0.000542671596607
Choose permutation,NA,1,0.000913781982369,-0.000542671596607
Choose unit,NA,1,0.000913781982369,-0.000542671596607
Choosing,NN,1,0.000913781982369,-0.000542671596607
Choosing,VBG,1,0.000913781982369,-0.000542671596607
Choquet,NNP,1,0.000913781982369,-0.000542671596607
Choquet boundary,NA,1,0.000913781982369,-0.000542671596607
Circular Sets,NA,1,0.000913781982369,-0.000542671596607
Clearly,NNP,1,0.000913781982369,-0.000542671596607
Co,NNP,1,0.000913781982369,-0.000542671596607
Completely,NNP,1,0.000913781982369,-0.000542671596607
Completely bounded,NA,1,0.000913781982369,-0.000542671596607
Complex,NNP,1,0.000913781982369,-0.000542671596607
Complex Variables,NA,1,0.000913781982369,-0.000542671596607
Conjugation,NNP,1,0.000913781982369,-0.000542671596607
Consider,NNP,1,0.000913781982369,-0.000542671596607
Control Design,NA,1,0.000913781982369,-0.000542671596607
Control Theory,NA,1,0.000913781982369,-0.000542671596607
Conversely,NNP,1,0.000913781982369,-0.000542671596607
Conversely,RB,1,0.000913781982369,-0.000542671596607
Coordinate,NNP,1,0.000913781982369,-0.000542671596607
Coordinate Unitary,NA,1,0.000913781982369,-0.000542671596607
Council,NNP,1,0.000913781982369,-0.000542671596607
Criteria,NNP,1,0.000913781982369,-0.000542671596607
DDSS,NNP,1,0.000913781982369,-0.000542671596607
DDSS Eff09,NA,1,0.000913781982369,-0.000542671596607
DMS,NNP,1,0.000913781982369,-0.000542671596607
DMS-1361501,NNP,1,0.000913781982369,-0.000542671596607
Davidson,NNP,1,0.000913781982369,-0.000542671596607
Decompose,NNP,1,0.000913781982369,-0.000542671596607
Design,NNP,1,0.000913781982369,-0.000542671596607
Diego,NNP,1,0.000913781982369,-0.000542671596607
Diegohelton@math,NNP,1,0.000913781982369,-0.000542671596607
Diegohelton@math ucsd,NA,1,0.000913781982369,-0.000542671596607
Dilations,NNP,1,0.000913781982369,-0.000542671596607
Dor-On,NNP,1,0.000913781982369,-0.000542671596607
Duals,NNP,1,0.000913781982369,-0.000542671596607
E=,NNP,1,0.000913781982369,-0.000542671596607
EW Far12,NA,1,0.000913781982369,-0.000542671596607
EW HM12,NA,1,0.000913781982369,-0.000542671596607
Eff09,NNP,1,0.000913781982369,-0.000542671596607
Eff09 EW,NA,1,0.000913781982369,-0.000542671596607
Effros-Winkler,JJ,1,0.000913781982369,-0.000542671596607
Effros-Winkler matricial,NA,1,0.000913781982369,-0.000542671596607
Effros-Winkler separation,NA,1,0.000913781982369,-0.000542671596607
El,NNP,1,0.000913781982369,-0.000542671596607
El Ghaoui,NA,1,0.000913781982369,-0.000542671596607
Elements,NNS,1,0.000913781982369,-0.000542671596607
Emerging,NNP,1,0.000913781982369,-0.000542671596607
Emerging applications,NA,1,0.000913781982369,-0.000542671596607
Engineering,NNP,1,0.000913781982369,-0.000542671596607
Engineering systems,NA,1,0.000913781982369,-0.000542671596607
Equation,NN,1,0.000913781982369,-0.000542671596607
Estimate,NNP,1,0.000913781982369,-0.000542671596607
Eur,NNP,1,0.000913781982369,-0.000542671596607
Evaluations,NNP,1,0.000913781982369,-0.000542671596607
Evert,NNP,1,0.000913781982369,-0.000542671596607
EvertEric,NNP,1,0.000913781982369,-0.000542671596607
EvertEric Evert,NA,1,0.000913781982369,-0.000542671596607
Evert]Eric,NNP,1,0.000913781982369,-0.000542671596607
Evert]Eric EvertEric,NA,1,0.000913781982369,-0.000542671596607
Examples,NNP,1,0.000913781982369,-0.000542671596607
Experts,NNS,1,0.000913781982369,-0.000542671596607
Extremal,NNP,1,0.000913781982369,-0.000542671596607
Extremal matrix,NA,1,0.000913781982369,-0.000542671596607
F={f,NNP,1,0.000913781982369,-0.000542671596607
FP12,NNP,1,0.000913781982369,-0.000542671596607
FP12 KPTT,NA,1,0.000913781982369,-0.000542671596607
Far12,NNP,1,0.000913781982369,-0.000542671596607
Far12 HKM16,NA,1,0.000913781982369,-0.000542671596607
Feron,NNP,1,0.000913781982369,-0.000542671596607
Finally,RB,1,0.000913781982369,-0.000542671596607
Florida,NNP,1,0.000913781982369,-0.000542671596607
Ford,NNP,1,0.000913781982369,-0.000542671596607
Ford Motor,NA,1,0.000913781982369,-0.000542671596607
Foundations,NNP,1,0.000913781982369,-0.000542671596607
Francis,NNP,1,0.000913781982369,-0.000542671596607
Free Noncommutative,NA,1,0.000913781982369,-0.000542671596607
Free analysis,NA,1,0.000913781982369,-0.000542671596607
Free matrix,NA,1,0.000913781982369,-0.000542671596607
Free spectrahedra,NA,1,0.000913781982369,-0.000542671596607
Func,NNP,1,0.000913781982369,-0.000542671596607
Funct,NNP,1,0.000913781982369,-0.000542671596607
Functional,NNP,1,0.000913781982369,-0.000542671596607
Functional analysis,NA,1,0.000913781982369,-0.000542671596607
Functionals,NNP,1,0.000913781982369,-0.000542671596607
Fund,NNP,1,0.000913781982369,-0.000542671596607
Fund Council,NA,1,0.000913781982369,-0.000542671596607
Furthermore,RB,1,0.000913781982369,-0.000542671596607
F},NNP,1,0.000913781982369,-0.000542671596607
Gainesville,NNP,1,0.000913781982369,-0.000542671596607
Gainesville sam@math,NA,1,0.000913781982369,-0.000542671596607
Geometric,NNP,1,0.000913781982369,-0.000542671596607
Ghaoui,NNP,1,0.000913781982369,-0.000542671596607
Global,NNP,1,0.000913781982369,-0.000542671596607
Global holomorphic,NA,1,0.000913781982369,-0.000542671596607
Grassmannian,JJ,1,0.000913781982369,-0.000542671596607
Grassmannian completion,NA,1,0.000913781982369,-0.000542671596607
Grigoriadis,NNP,1,0.000913781982369,-0.000542671596607
Guide,NNP,1,0.000913781982369,-0.000542671596607
HKM12 KVV14,NA,1,0.000913781982369,-0.000542671596607
HKM13,NNP,1,0.000913781982369,-0.000542671596607
HKM16 WW99,NA,1,0.000913781982369,-0.000542671596607
HM04,NNP,1,0.000913781982369,-0.000542671596607
HM12,NNP,1,0.000913781982369,-0.000542671596607
Hahn-Banach Theorem,NA,1,0.000913781982369,-0.000542671596607
Hahn-Banach theorems,NA,1,0.000913781982369,-0.000542671596607
Helton 1J,NA,1,0.000913781982369,-0.000542671596607
Helton]J,NNP,1,0.000913781982369,-0.000542671596607
I-A,NNP,1,0.000913781982369,-0.000542671596607
I-C,JJ,1,0.000913781982369,-0.000542671596607
III,NNP,1,0.000913781982369,-0.000542671596607
Interpolation,NNP,1,0.000913781982369,-0.000542671596607
Introduction,NNP,1,0.000913781982369,-0.000542671596607
Invariant Polynomials,NA,1,0.000913781982369,-0.000542671596607
Items,NNP,1,0.000913781982369,-0.000542671596607
Iwasaki,NNP,1,0.000913781982369,-0.000542671596607
K=,NNP,1,0.000913781982369,-0.000542671596607
KPTT,NNP,1,0.000913781982369,-0.000542671596607
KPTT Arv08,NA,1,0.000913781982369,-0.000542671596607
KS,NNP,1,0.000913781982369,-0.000542671596607
KS Pop08,NA,1,0.000913781982369,-0.000542671596607
KVV14,NNP,1,0.000913781982369,-0.000542671596607
KVV14 KS,NA,1,0.000913781982369,-0.000542671596607
Kaliuzhnyi-Verbovetskyi,NNP,1,0.000913781982369,-0.000542671596607
Kaup,NNP,1,0.000913781982369,-0.000542671596607
Kavruk,NNP,1,0.000913781982369,-0.000542671596607
Klep 2Igor,NA,1,0.000913781982369,-0.000542671596607
Klep]Igor,NNP,1,0.000913781982369,-0.000542671596607
Klep]Igor Klep,NA,1,0.000913781982369,-0.000542671596607
Kra01,NNP,1,0.000913781982369,-0.000542671596607
Krantz,NNP,1,0.000913781982369,-0.000542671596607
Krein-Milman,NNP,1,0.000913781982369,-0.000542671596607
Krein-Milman theorem,NA,1,0.000913781982369,-0.000542671596607
Kronecker,NNP,1,0.000913781982369,-0.000542671596607
Kronecker product,NA,1,0.000913781982369,-0.000542671596607
L1-6722,NNP,1,0.000913781982369,-0.000542671596607
LMI corresponding,NA,1,0.000913781982369,-0.000542671596607
LMI representation,NA,1,0.000913781982369,-0.000542671596607
Letting,NNP,1,0.000913781982369,-0.000542671596607
Letting Z=W,NA,1,0.000913781982369,-0.000542671596607
Linear Control,NA,1,0.000913781982369,-0.000542671596607
Linear Functionals,NA,1,0.000913781982369,-0.000542671596607
London Math,NA,1,0.000913781982369,-0.000542671596607
London Mathematical,NA,1,0.000913781982369,-0.000542671596607
MOS-SIAM,NNP,1,0.000913781982369,-0.000542671596607
MOS-SIAM Series,NA,1,0.000913781982369,-0.000542671596607
Main,NNP,1,0.000913781982369,-0.000542671596607
Main Results,NA,1,0.000913781982369,-0.000542671596607
Manuscripta,NNP,1,0.000913781982369,-0.000542671596607
Manuscripta Math,NA,1,0.000913781982369,-0.000542671596607
Marsden,NNP,1,0.000913781982369,-0.000542671596607
Marsden Fund,NA,1,0.000913781982369,-0.000542671596607
Marx,NNP,1,0.000913781982369,-0.000542671596607
Mathematical Society,NA,1,0.000913781982369,-0.000542671596607
Mathematical Surveys,NA,1,0.000913781982369,-0.000542671596607
Matrix Pencil,NA,1,0.000913781982369,-0.000542671596607
Matrix convexity,NA,1,0.000913781982369,-0.000542671596607
McCarthy,NNP,1,0.000913781982369,-0.000542671596607
McCullough 3Scott,NA,1,0.000913781982369,-0.000542671596607
McCullough]Scott,NNP,1,0.000913781982369,-0.000542671596607
McCullough]Scott McCullough,NA,1,0.000913781982369,-0.000542671596607
Membership,NNP,1,0.000913781982369,-0.000542671596607
Mono-,NNP,1,0.000913781982369,-0.000542671596607
Mono- graphs,NA,1,0.000913781982369,-0.000542671596607
Monographs,NNP,1,0.000913781982369,-0.000542671596607
Motor,NNP,1,0.000913781982369,-0.000542671596607
Motor Co,NA,1,0.000913781982369,-0.000542671596607
Mspan,NNP,1,0.000913781982369,-0.000542671596607
N=1,NNP,1,0.000913781982369,-0.000542671596607
Namely,RB,1,0.000913781982369,-0.000542671596607
Nat,NNP,1,0.000913781982369,-0.000542671596607
Noncommutative Berezin,NA,1,0.000913781982369,-0.000542671596607
Noncommutative Function,NA,1,0.000913781982369,-0.000542671596607
North-Holland,NNP,1,0.000913781982369,-0.000542671596607
North-Holland Math,NA,1,0.000913781982369,-0.000542671596607
Note,NN,1,0.000913781982369,-0.000542671596607
N},NNP,1,0.000913781982369,-0.000542671596607
Oliveira,NNP,1,0.000913781982369,-0.000542671596607
Operator Pencil,NA,1,0.000913781982369,-0.000542671596607
Operator Spaces,NA,1,0.000913781982369,-0.000542671596607
Operator system,NA,1,0.000913781982369,-0.000542671596607
Optimization,NNP,1,0.000913781982369,-0.000542671596607
Otherwise,NNP,1,0.000913781982369,-0.000542671596607
Oxford,NNP,1,0.000913781982369,-0.000542671596607
Oxford Science,NA,1,0.000913781982369,-0.000542671596607
P1-0222,JJ,1,0.000913781982369,-0.000542671596607
Paderborn,NNP,1,0.000913781982369,-0.000542671596607
Parrilo,NNP,1,0.000913781982369,-0.000542671596607
Partially,NNP,1,0.000913781982369,-0.000542671596607
Partially supported,NA,1,0.000913781982369,-0.000542671596607
Pencil Ball,NA,1,0.000913781982369,-0.000542671596607
Pencil Balls,NA,1,0.000913781982369,-0.000542671596607
Polar,NNP,1,0.000913781982369,-0.000542671596607
Polar Duals,NA,1,0.000913781982369,-0.000542671596607
Polynomial,JJ,1,0.000913781982369,-0.000542671596607
Polynomial evaluations,NA,1,0.000913781982369,-0.000542671596607
Polynomials,NNS,1,0.000913781982369,-0.000542671596607
Polynomials fixed,NA,1,0.000913781982369,-0.000542671596607
Pop08,NNP,1,0.000913781982369,-0.000542671596607
Pop08 Tay72,NA,1,0.000913781982369,-0.000542671596607
Popescu,NNP,1,0.000913781982369,-0.000542671596607
Press,NNP,1,0.000913781982369,-0.000542671596607
Primary,NNP,1,0.000913781982369,-0.000542671596607
Proc,NNP,1,0.000913781982369,-0.000542671596607
Program,NNP,1,0.000913781982369,-0.000542671596607
Projections,NNP,1,0.000913781982369,-0.000542671596607
Properties,NNP,1,0.000913781982369,-0.000542671596607
Publications,NNP,1,0.000913781982369,-0.000542671596607
Quotients,NNP,1,0.000913781982369,-0.000542671596607
Readers,NNP,1,0.000913781982369,-0.000542671596607
Readers Guide,NA,1,0.000913781982369,-0.000542671596607
Recall,NNP,1,0.000913781982369,-0.000542671596607
Recursively,RB,1,0.000913781982369,-0.000542671596607
Recursively define,NA,1,0.000913781982369,-0.000542671596607
Relative,NNP,1,0.000913781982369,-0.000542671596607
Representations,NNP,1,0.000913781982369,-0.000542671596607
Research,NNP,1,0.000913781982369,-0.000542671596607
Research Agency,NA,1,0.000913781982369,-0.000542671596607
Results,NNP,1,0.000913781982369,-0.000542671596607
Royal,NNP,1,0.000913781982369,-0.000542671596607
Royal Society,NA,1,0.000913781982369,-0.000542671596607
Ruan,NNP,1,0.000913781982369,-0.000542671596607
Ruan's,NNP,1,0.000913781982369,-0.000542671596607
SIAM Studies,NA,1,0.000913781982369,-0.000542671596607
SIG97,NNP,1,0.000913781982369,-0.000542671596607
SIG97 BGFB94,NA,1,0.000913781982369,-0.000542671596607
San Diego,NA,1,0.000913781982369,-0.000542671596607
San Diegohelton@math,NA,1,0.000913781982369,-0.000542671596607
Scand,NNP,1,0.000913781982369,-0.000542671596607
Schur-Agler,NNP,1,0.000913781982369,-0.000542671596607
Schur-Agler class,NA,1,0.000913781982369,-0.000542671596607
Sci,NNP,1,0.000913781982369,-0.000542671596607
Science,NNP,1,0.000913781982369,-0.000542671596607
Science Publications,NA,1,0.000913781982369,-0.000542671596607
Secondary,JJ,1,0.000913781982369,-0.000542671596607
Semidefinite,NNP,1,0.000913781982369,-0.000542671596607
Semidefinite optimization,NA,1,0.000913781982369,-0.000542671596607
Separating,NNP,1,0.000913781982369,-0.000542671596607
Separating Linear,NA,1,0.000913781982369,-0.000542671596607
Shalit,NNP,1,0.000913781982369,-0.000542671596607
Skelton,NNP,1,0.000913781982369,-0.000542671596607
Slovenian,JJ,1,0.000913781982369,-0.000542671596607
Slovenian Research,NA,1,0.000913781982369,-0.000542671596607
Society Mono-,NA,1,0.000913781982369,-0.000542671596607
Solel,NNP,1,0.000913781982369,-0.000542671596607
Spaces,NNP,1,0.000913781982369,-0.000542671596607
Springer-Verlag,NNP,1,0.000913781982369,-0.000542671596607
Start,NNP,1,0.000913781982369,-0.000542671596607
Stud,NNP,1,0.000913781982369,-0.000542671596607
Subsection,NNP,1,0.000913781982369,-0.000542671596607
Sullivant,NNP,1,0.000913781982369,-0.000542671596607
Summarizing,VBG,1,0.000913781982369,-0.000542671596607
Surveys,NNP,1,0.000913781982369,-0.000542671596607
System,NNP,1,0.000913781982369,-0.000542671596607
T=T,NNP,1,0.000913781982369,-0.000542671596607
Tay72,NNP,1,0.000913781982369,-0.000542671596607
Tay72 Voi10,NA,1,0.000913781982369,-0.000542671596607
Theorem BVM,NA,1,0.000913781982369,-0.000542671596607
Theorem EW,NA,1,0.000913781982369,-0.000542671596607
Thomas,NNP,1,0.000913781982369,-0.000542671596607
Throughout,NNP,1,0.000913781982369,-0.000542671596607
Todorov,NNP,1,0.000913781982369,-0.000542671596607
Tomforde,NNP,1,0.000913781982369,-0.000542671596607
Tracial,NNP,1,0.000913781982369,-0.000542671596607
Tracial Hahn-Banach,NA,1,0.000913781982369,-0.000542671596607
Tracking,VBG,1,0.000913781982369,-0.000542671596607
Trans,NNP,1,0.000913781982369,-0.000542671596607
Trans,NNPS,1,0.000913781982369,-0.000542671596607
Turning,NNP,1,0.000913781982369,-0.000542671596607
U=W,NNP,1,0.000913781982369,-0.000542671596607
U=e,NNP,1,0.000913781982369,-0.000542671596607
UX,NNP,1,0.000913781982369,-0.000542671596607
UZ,NNP,1,0.000913781982369,-0.000542671596607
Unified,NNP,1,0.000913781982369,-0.000542671596607
Unified Algebraic,NA,1,0.000913781982369,-0.000542671596607
Unitary,NNP,1,0.000913781982369,-0.000542671596607
Unitary Conjugation,NA,1,0.000913781982369,-0.000542671596607
University Press,NA,1,0.000913781982369,-0.000542671596607
Upmeier,NNP,1,0.000913781982369,-0.000542671596607
Using,VBG,1,0.000913781982369,-0.000542671596607
Using equation,NA,1,0.000913781982369,-0.000542671596607
V=,NNP,1,0.000913781982369,-0.000542671596607
Variables,NNP,1,0.000913781982369,-0.000542671596607
Voi10,NNP,1,0.000913781982369,-0.000542671596607
Voiculescu,NNP,1,0.000913781982369,-0.000542671596607
W=,NNP,1,0.000913781982369,-0.000542671596607
WAW,NNP,1,0.000913781982369,-0.000542671596607
