word,pos,frequency,tf_idf,inf,source
grant,NN,1,0.000913781982369,-0.000542671596607,1
grant DMS,NA,1,0.000913781982369,-0.000542671596607,1
grant DMS-1361501,NA,1,0.000913781982369,-0.000542671596607,1
grants,VBZ,1,0.000913781982369,-0.000542671596607,1
grants P1-0222,NA,1,0.000913781982369,-0.000542671596607,1
graphs,NN,1,0.000913781982369,-0.000542671596607,1
g} denote,NA,1,0.000913781982369,-0.000542671596607,1
heavily,RB,1,0.000913781982369,-0.000542671596607,1
heavily investigated,NA,1,0.000913781982369,-0.000542671596607,1
hence,RB,1,0.000913781982369,-0.000542671596607,1
hence reducing,NA,1,0.000913781982369,-0.000542671596607,1
holomorphic,JJ,1,0.000913781982369,-0.000542671596607,1
holomorphic functions,NA,1,0.000913781982369,-0.000542671596607,1
homogeneity,NN,1,0.000913781982369,-0.000542671596607,1
homogeneous operator,NA,1,0.000913781982369,-0.000542671596607,1
ht,NN,1,0.000913781982369,-0.000542671596607,1
hyperplane,NN,1,0.000913781982369,-0.000542671596607,1
hypotheses,NNS,1,0.000913781982369,-0.000542671596607,1
hypothesis,JJ,1,0.000913781982369,-0.000542671596607,1
i=,VBP,1,0.000913781982369,-0.000542671596607,1
i=1,JJ,1,0.000913781982369,-0.000542671596607,1
i=1,VBP,1,0.000913781982369,-0.000542671596607,1
identify,NN,1,0.000913781982369,-0.000542671596607,1
identity matrices,NA,1,0.000913781982369,-0.000542671596607,1
identity matrix,NA,1,0.000913781982369,-0.000542671596607,1
ij,JJ,1,0.000913781982369,-0.000542671596607,1
ij},VBP,1,0.000913781982369,-0.000542671596607,1
immediate,JJ,1,0.000913781982369,-0.000542671596607,1
immediate goal,NA,1,0.000913781982369,-0.000542671596607,1
immediately follows,NA,1,0.000913781982369,-0.000542671596607,1
immediately imply,NA,1,0.000913781982369,-0.000542671596607,1
imply,JJ,1,0.000913781982369,-0.000542671596607,1
imply,VBP,1,0.000913781982369,-0.000542671596607,1
important,JJ,1,0.000913781982369,-0.000542671596607,1
including,VBG,1,0.000913781982369,-0.000542671596607,1
inclusion map,NA,1,0.000913781982369,-0.000542671596607,1
indexed,JJ,1,0.000913781982369,-0.000542671596607,1
indicate,NN,1,0.000913781982369,-0.000542671596607,1
inequalities,NNS,1,0.000913781982369,-0.000542671596607,1
initial,JJ,1,0.000913781982369,-0.000542671596607,1
int,NN,1,0.000913781982369,-0.000542671596607,1
interested,JJ,1,0.000913781982369,-0.000542671596607,1
interior,NN,1,0.000913781982369,-0.000542671596607,1
intersect,VBP,1,0.000913781982369,-0.000542671596607,1
intersection property,NA,1,0.000913781982369,-0.000542671596607,1
invariants,NNS,1,0.000913781982369,-0.000542671596607,1
invertible,JJ,1,0.000913781982369,-0.000542671596607,1
invertible,NN,1,0.000913781982369,-0.000542671596607,1
investigated,VBN,1,0.000913781982369,-0.000542671596607,1
investigates,NNS,1,0.000913781982369,-0.000542671596607,1
investigates spectrahedra,NA,1,0.000913781982369,-0.000542671596607,1
irreducibility,JJ,1,0.000913781982369,-0.000542671596607,1
irreducibility condition,NA,1,0.000913781982369,-0.000542671596607,1
irreducibly,RB,1,0.000913781982369,-0.000542671596607,1
is=-1,JJ,1,0.000913781982369,-0.000542671596607,1
isometric,NN,1,0.000913781982369,-0.000542671596607,1
isometric matrix,NA,1,0.000913781982369,-0.000542671596607,1
itA,JJ,1,0.000913781982369,-0.000542671596607,1
itA determines,NA,1,0.000913781982369,-0.000542671596607,1
itA s=U,NA,1,0.000913781982369,-0.000542671596607,1
itWA,JJ,1,0.000913781982369,-0.000542671596607,1
itWA sW,NA,1,0.000913781982369,-0.000542671596607,1
item,JJ,1,0.000913781982369,-0.000542671596607,1
ix,NN,1,0.000913781982369,-0.000542671596607,1
j+1,VBP,1,0.000913781982369,-0.000542671596607,1
j+A,NN,1,0.000913781982369,-0.000542671596607,1
j-1,JJ,1,0.000913781982369,-0.000542671596607,1
j-A,JJ,1,0.000913781982369,-0.000542671596607,1
j-A,NN,1,0.000913781982369,-0.000542671596607,1
j-A jx,NA,1,0.000913781982369,-0.000542671596607,1
j-th column,NA,1,0.000913781982369,-0.000542671596607,1
j-th entry,NA,1,0.000913781982369,-0.000542671596607,1
j< g},NA,1,0.000913781982369,-0.000542671596607,1
j= I-C,NA,1,0.000913781982369,-0.000542671596607,1
j=1,NNS,1,0.000913781982369,-0.000542671596607,1
j=1/2,NN,1,0.000913781982369,-0.000542671596607,1
j=1/2i,NN,1,0.000913781982369,-0.000542671596607,1
j>,JJ,1,0.000913781982369,-0.000542671596607,1
j>,NN,1,0.000913781982369,-0.000542671596607,1
j],NNS,1,0.000913781982369,-0.000542671596607,1
jx,NN,1,0.000913781982369,-0.000542671596607,1
j},NN,1,0.000913781982369,-0.000542671596607,1
k+1,FW,1,0.000913781982369,-0.000542671596607,1
k+1,VBP,1,0.000913781982369,-0.000542671596607,1
k+1},NN,1,0.000913781982369,-0.000542671596607,1
k+1},VBD,1,0.000913781982369,-0.000542671596607,1
k<,NN,1,0.000913781982369,-0.000542671596607,1
k<,NNS,1,0.000913781982369,-0.000542671596607,1
k< d},NA,1,0.000913781982369,-0.000542671596607,1
k=,JJ,1,0.000913781982369,-0.000542671596607,1
k=,NN,1,0.000913781982369,-0.000542671596607,1
k>0,JJ,1,0.000913781982369,-0.000542671596607,1
kernel,NNS,1,0.000913781982369,-0.000542671596607,1
klep@auckland,NNP,1,0.000913781982369,-0.000542671596607,1
klep@auckland ac,NA,1,0.000913781982369,-0.000542671596607,1
kv,NN,1,0.000913781982369,-0.000542671596607,1
latter,RBR,1,0.000913781982369,-0.000542671596607,1
lemma,NN,1,0.000913781982369,-0.000542671596607,1
lemma,VBP,1,0.000913781982369,-0.000542671596607,1
lemma completes,NA,1,0.000913781982369,-0.000542671596607,1
lemmas,JJ,1,0.000913781982369,-0.000542671596607,1
lemmas,NN,1,0.000913781982369,-0.000542671596607,1
lemmas preliminary,NA,1,0.000913781982369,-0.000542671596607,1
length,NN,1,0.000913781982369,-0.000542671596607,1
limiting,VBG,1,0.000913781982369,-0.000542671596607,1
limiting argument,NA,1,0.000913781982369,-0.000542671596607,1
linear Gleichstellensatz,NA,1,0.000913781982369,-0.000542671596607,1
linear combinations,NA,1,0.000913781982369,-0.000542671596607,1
linear mapping,NA,1,0.000913781982369,-0.000542671596607,1
linear system,NA,1,0.000913781982369,-0.000542671596607,1
loc,NN,1,0.000913781982369,-0.000542671596607,1
longest,JJS,1,0.000913781982369,-0.000542671596607,1
m+1,JJ,1,0.000913781982369,-0.000542671596607,1
m+1,NNS,1,0.000913781982369,-0.000542671596607,1
m+1,RB,1,0.000913781982369,-0.000542671596607,1
m+1,VBP,1,0.000913781982369,-0.000542671596607,1
m+1=,NN,1,0.000913781982369,-0.000542671596607,1
m+1=j,VBD,1,0.000913781982369,-0.000542671596607,1
m+1},$,1,0.000913781982369,-0.000542671596607,1
m+1},NN,1,0.000913781982369,-0.000542671596607,1
m+n,FW,1,0.000913781982369,-0.000542671596607,1
m>,NN,1,0.000913781982369,-0.000542671596607,1
main theorem,NA,1,0.000913781982369,-0.000542671596607,1
major,JJ,1,0.000913781982369,-0.000542671596607,1
major theme,NA,1,0.000913781982369,-0.000542671596607,1
map,NNS,1,0.000913781982369,-0.000542671596607,1
mapping,VBG,1,0.000913781982369,-0.000542671596607,1
matrices A={A,NA,1,0.000913781982369,-0.000542671596607,1
matricial Hahn-Banach,NA,1,0.000913781982369,-0.000542671596607,1
matricial relaxation,NA,1,0.000913781982369,-0.000542671596607,1
matrix algebras,NA,1,0.000913781982369,-0.000542671596607,1
matrix convexEW,NA,1,0.000913781982369,-0.000542671596607,1
matrix convexity,NA,1,0.000913781982369,-0.000542671596607,1
matrix invariants,NA,1,0.000913781982369,-0.000542671596607,1
matrix variables,NA,1,0.000913781982369,-0.000542671596607,1
maximal admissible,NA,1,0.000913781982369,-0.000542671596607,1
maximality,NN,1,0.000913781982369,-0.000542671596607,1
meaning,NN,1,0.000913781982369,-0.000542671596607,1
min,NN,1,0.000913781982369,-0.000542671596607,1
minimality,NN,1,0.000913781982369,-0.000542671596607,1
ml+1,NN,1,0.000913781982369,-0.000542671596607,1
model theory,NA,1,0.000913781982369,-0.000542671596607,1
monic matrix,NA,1,0.000913781982369,-0.000542671596607,1
monic symmetric,NA,1,0.000913781982369,-0.000542671596607,1
monoid,NN,1,0.000913781982369,-0.000542671596607,1
monoid freely,NA,1,0.000913781982369,-0.000542671596607,1
monomials,NNS,1,0.000913781982369,-0.000542671596607,1
motivation,NN,1,0.000913781982369,-0.000542671596607,1
multi-operator,NN,1,0.000913781982369,-0.000542671596607,1
multi-operator functional,NA,1,0.000913781982369,-0.000542671596607,1
multiple,NN,1,0.000913781982369,-0.000542671596607,1
multivariable,JJ,1,0.000913781982369,-0.000542671596607,1
multivariable operator,NA,1,0.000913781982369,-0.000542671596607,1
m},NN,1,0.000913781982369,-0.000542671596607,1
m} denote,NA,1,0.000913781982369,-0.000542671596607,1
n=,RB,1,0.000913781982369,-0.000542671596607,1
n=1,JJ,1,0.000913781982369,-0.000542671596607,1
n=h,RB,1,0.000913781982369,-0.000542671596607,1
nN,FW,1,0.000913781982369,-0.000542671596607,1
nTT,JJ,1,0.000913781982369,-0.000542671596607,1
namely,RB,1,0.000913781982369,-0.000542671596607,1
natural types,NA,1,0.000913781982369,-0.000542671596607,1
naturally,RB,1,0.000913781982369,-0.000542671596607,1
naturally extend,NA,1,0.000913781982369,-0.000542671596607,1
ncr,FW,1,0.000913781982369,-0.000542671596607,1
ncr,NN,1,0.000913781982369,-0.000542671596607,1
nd,IN,1,0.000913781982369,-0.000542671596607,1
nd,RB,1,0.000913781982369,-0.000542671596607,1
nd,VBP,1,0.000913781982369,-0.000542671596607,1
ndN,NN,1,0.000913781982369,-0.000542671596607,1
needed background,NA,1,0.000913781982369,-0.000542671596607,1
nilpotent,JJ,1,0.000913781982369,-0.000542671596607,1
nilpotent,NN,1,0.000913781982369,-0.000542671596607,1
nilpotent matrices,NA,1,0.000913781982369,-0.000542671596607,1
non-commuting,JJ,1,0.000913781982369,-0.000542671596607,1
non-commuting variables,NA,1,0.000913781982369,-0.000542671596607,1
non-empty,JJ,1,0.000913781982369,-0.000542671596607,1
non-symmetric,JJ,1,0.000913781982369,-0.000542671596607,1
non-trivial,JJ,1,0.000913781982369,-0.000542671596607,1
non-trivial direction,NA,1,0.000913781982369,-0.000542671596607,1
non-unital,JJ,1,0.000913781982369,-0.000542671596607,1
noncommutative Choquet,NA,1,0.000913781982369,-0.000542671596607,1
noncommutative Schur-Agler,NA,1,0.000913781982369,-0.000542671596607,1
noncommuting variables,NA,1,0.000913781982369,-0.000542671596607,1
nonnegative,JJ,1,0.000913781982369,-0.000542671596607,1
nonnegative numbers,NA,1,0.000913781982369,-0.000542671596607,1
nonzero,JJ,1,0.000913781982369,-0.000542671596607,1
nonzero,VBZ,1,0.000913781982369,-0.000542671596607,1
nonzero entry,NA,1,0.000913781982369,-0.000542671596607,1
norm,VBP,1,0.000913781982369,-0.000542671596607,1
norms,NNS,1,0.000913781982369,-0.000542671596607,1
notational,JJ,1,0.000913781982369,-0.000542671596607,1
notational ease,NA,1,0.000913781982369,-0.000542671596607,1
nrg,JJ,1,0.000913781982369,-0.000542671596607,1
nuclearity,NN,1,0.000913781982369,-0.000542671596607,1
nz,RB,1,0.000913781982369,-0.000542671596607,1
nz 2Supported,NA,1,0.000913781982369,-0.000542671596607,1
n},JJ,1,0.000913781982369,-0.000542671596607,1
occurs,VBZ,1,0.000913781982369,-0.000542671596607,1
operator algebras,NA,1,0.000913781982369,-0.000542671596607,1
operator analogues,NA,1,0.000913781982369,-0.000542671596607,1
operator convexity,NA,1,0.000913781982369,-0.000542671596607,1
operator model,NA,1,0.000913781982369,-0.000542671596607,1
operator spaces,NA,1,0.000913781982369,-0.000542671596607,1
operator system,NA,1,0.000913781982369,-0.000542671596607,1
operator tuple,NA,1,0.000913781982369,-0.000542671596607,1
operators,NNS,1,0.000913781982369,-0.000542671596607,1
optimization BPR13,NA,1,0.000913781982369,-0.000542671596607,1
orange,NN,1,0.000913781982369,-0.000542671596607,1
ordinary,JJ,1,0.000913781982369,-0.000542671596607,1
org/abs/1407,VBD,1,0.000913781982369,-0.000542671596607,1
org/abs/1407 8198>,NA,1,0.000913781982369,-0.000542671596607,1
org/abs/1601,JJ,1,0.000913781982369,-0.000542671596607,1
org/abs/1601 07993>,NA,1,0.000913781982369,-0.000542671596607,1
org/abs/1602,RB,1,0.000913781982369,-0.000542671596607,1
org/abs/1602,VBD,1,0.000913781982369,-0.000542671596607,1
org/abs/1602 00762>,NA,1,0.000913781982369,-0.000542671596607,1
org/abs/1602 00765>,NA,1,0.000913781982369,-0.000542671596607,1
origin,VBP,1,0.000913781982369,-0.000542671596607,1
orthogonal sum,NA,1,0.000913781982369,-0.000542671596607,1
otherwise,RB,1,0.000913781982369,-0.000542671596607,1
p-1,JJ,1,0.000913781982369,-0.000542671596607,1
p=1,JJ,1,0.000913781982369,-0.000542671596607,1
p=1,VBP,1,0.000913781982369,-0.000542671596607,1
pF,NN,1,0.000913781982369,-0.000542671596607,1
pair C=,NA,1,0.000913781982369,-0.000542671596607,1
pairs,NNS,1,0.000913781982369,-0.000542671596607,1
particular,VBP,1,0.000913781982369,-0.000542671596607,1
passing,VBG,1,0.000913781982369,-0.000542671596607,1
pencil determined,NA,1,0.000913781982369,-0.000542671596607,1
permutation matrix,NA,1,0.000913781982369,-0.000542671596607,1
perspective,JJ,1,0.000913781982369,-0.000542671596607,1
phenomena,VBP,1,0.000913781982369,-0.000542671596607,1
play,VBP,1,0.000913781982369,-0.000542671596607,1
plays,NNS,1,0.000913781982369,-0.000542671596607,1
polynomial depending,NA,1,0.000913781982369,-0.000542671596607,1
polynomials characterizes,NA,1,0.000913781982369,-0.000542671596607,1
polynomials positive,NA,1,0.000913781982369,-0.000542671596607,1
positive maps,NA,1,0.000913781982369,-0.000542671596607,1
possibly,RB,1,0.000913781982369,-0.000542671596607,1
preliminary lemmas,NA,1,0.000913781982369,-0.000542671596607,1
preprint,NN,1,0.000913781982369,-0.000542671596607,1
problems,NNS,1,0.000913781982369,-0.000542671596607,1
problems described,NA,1,0.000913781982369,-0.000542671596607,1
proceeding,VBG,1,0.000913781982369,-0.000542671596607,1
process,NN,1,0.000913781982369,-0.000542671596607,1
process terminates,NA,1,0.000913781982369,-0.000542671596607,1
produce,VBP,1,0.000913781982369,-0.000542671596607,1
products,NNS,1,0.000913781982369,-0.000542671596607,1
programming,VBG,1,0.000913781982369,-0.000542671596607,1
projection onto,NA,1,0.000913781982369,-0.000542671596607,1
proof,VBD,1,0.000913781982369,-0.000542671596607,1
proof appears,NA,1,0.000913781982369,-0.000542671596607,1
proof shows,NA,1,0.000913781982369,-0.000542671596607,1
proofs,JJ,1,0.000913781982369,-0.000542671596607,1
proper subpencil,NA,1,0.000913781982369,-0.000542671596607,1
proper subset,NA,1,0.000913781982369,-0.000542671596607,1
proper subspace,NA,1,0.000913781982369,-0.000542671596607,1
properly,RB,1,0.000913781982369,-0.000542671596607,1
properly contains,NA,1,0.000913781982369,-0.000542671596607,1
properties,NNS,1,0.000913781982369,-0.000542671596607,1
property,NN,1,0.000913781982369,-0.000542671596607,1
propertyM,NN,1,0.000913781982369,-0.000542671596607,1
proposition,NN,1,0.000913781982369,-0.000542671596607,1
prove,JJ,1,0.000913781982369,-0.000542671596607,1
provide,VBP,1,0.000913781982369,-0.000542671596607,1
pt,NN,1,0.000913781982369,-0.000542671596607,1
qm,NN,1,0.000913781982369,-0.000542671596607,1
quantum,JJ,1,0.000913781982369,-0.000542671596607,1
quantum inequalities,NA,1,0.000913781982369,-0.000542671596607,1
questions,NNS,1,0.000913781982369,-0.000542671596607,1
quotients,NNS,1,0.000913781982369,-0.000542671596607,1
r+1,NN,1,0.000913781982369,-0.000542671596607,1
r<,NN,1,0.000913781982369,-0.000542671596607,1
r=1,NN,1,0.000913781982369,-0.000542671596607,1
rOpenness,NN,1,0.000913781982369,-0.000542671596607,1
rOpenness propertyM,NA,1,0.000913781982369,-0.000542671596607,1
rank,NN,1,0.000913781982369,-0.000542671596607,1
reader,NN,1,0.000913781982369,-0.000542671596607,1
reader's,NN,1,0.000913781982369,-0.000542671596607,1
reader's convenience,NA,1,0.000913781982369,-0.000542671596607,1
real numbers,NA,1,0.000913781982369,-0.000542671596607,1
realization,NN,1,0.000913781982369,-0.000542671596607,1
recent references,NA,1,0.000913781982369,-0.000542671596607,1
recent results,NA,1,0.000913781982369,-0.000542671596607,1
reduce,VB,1,0.000913781982369,-0.000542671596607,1
reducing subspaces,NA,1,0.000913781982369,-0.000542671596607,1
refer,VBP,1,0.000913781982369,-0.000542671596607,1
references,NNS,1,0.000913781982369,-0.000542671596607,1
reine,JJ,1,0.000913781982369,-0.000542671596607,1
reine angew,NA,1,0.000913781982369,-0.000542671596607,1
related,JJ,1,0.000913781982369,-0.000542671596607,1
relaxation,NN,1,0.000913781982369,-0.000542671596607,1
repeat,NN,1,0.000913781982369,-0.000542671596607,1
representation theorem,NA,1,0.000913781982369,-0.000542671596607,1
represented,VBD,1,0.000913781982369,-0.000542671596607,1
resp,JJ,1,0.000913781982369,-0.000542671596607,1
resp,NN,1,0.000913781982369,-0.000542671596607,1
respect,VBP,1,0.000913781982369,-0.000542671596607,1
restated,VBD,1,0.000913781982369,-0.000542671596607,1
rests,NNS,1,0.000913781982369,-0.000542671596607,1
result follows,NA,1,0.000913781982369,-0.000542671596607,1
reverse,JJ,1,0.000913781982369,-0.000542671596607,1
reverse inclusion,NA,1,0.000913781982369,-0.000542671596607,1
reverses,VBZ,1,0.000913781982369,-0.000542671596607,1
routine,NN,1,0.000913781982369,-0.000542671596607,1
routine limiting,NA,1,0.000913781982369,-0.000542671596607,1
row,NN,1,0.000913781982369,-0.000542671596607,1
runs,NNS,1,0.000913781982369,-0.000542671596607,1
s+t=d,NN,1,0.000913781982369,-0.000542671596607,1
s+t=d,VBP,1,0.000913781982369,-0.000542671596607,1
s=U,VBD,1,0.000913781982369,-0.000542671596607,1
sa,NN,1,0.000913781982369,-0.000542671596607,1
sa,RB,1,0.000913781982369,-0.000542671596607,1
sa,VBD,1,0.000913781982369,-0.000542671596607,1
sam@math,NN,1,0.000913781982369,-0.000542671596607,1
sam@math ufl,NA,1,0.000913781982369,-0.000542671596607,1
satisfying,VBG,1,0.000913781982369,-0.000542671596607,1
self,NN,1,0.000913781982369,-0.000542671596607,1
self contained,NA,1,0.000913781982369,-0.000542671596607,1
self-adjoint coefficients,NA,1,0.000913781982369,-0.000542671596607,1
self-adjoint elements,NA,1,0.000913781982369,-0.000542671596607,1
self-adjoint matrices,NA,1,0.000913781982369,-0.000542671596607,1
semi-algebraic geometry,NA,1,0.000913781982369,-0.000542671596607,1
semidefinite programming,NA,1,0.000913781982369,-0.000542671596607,1
sending,VBG,1,0.000913781982369,-0.000542671596607,1
separate,JJ,1,0.000913781982369,-0.000542671596607,1
separate argument,NA,1,0.000913781982369,-0.000542671596607,1
separating,VBG,1,0.000913781982369,-0.000542671596607,1
separating hyperplane,NA,1,0.000913781982369,-0.000542671596607,1
separation result,NA,1,0.000913781982369,-0.000542671596607,1
sequence,VBP,1,0.000913781982369,-0.000542671596607,1
series,NN,1,0.000913781982369,-0.000542671596607,1
series expansions,NA,1,0.000913781982369,-0.000542671596607,1
settranslatorsemptysetaddresses,VBZ,1,0.000913781982369,-0.000542671596607,1
setup,NN,1,0.000913781982369,-0.000542671596607,1
sharp,JJ,1,0.000913781982369,-0.000542671596607,1
sharpened,VBN,1,0.000913781982369,-0.000542671596607,1
shows matrix,NA,1,0.000913781982369,-0.000542671596607,1
shuffle discussed,NA,1,0.000913781982369,-0.000542671596607,1
shuffles,NNS,1,0.000913781982369,-0.000542671596607,1
signal,JJ,1,0.000913781982369,-0.000542671596607,1
signal flow,NA,1,0.000913781982369,-0.000542671596607,1
simple,JJ,1,0.000913781982369,-0.000542671596607,1
simple lemmas,NA,1,0.000913781982369,-0.000542671596607,1
singular,JJ,1,0.000913781982369,-0.000542671596607,1
sized,VBN,1,0.000913781982369,-0.000542671596607,1
sized identity,NA,1,0.000913781982369,-0.000542671596607,1
sizes,JJ,1,0.000913781982369,-0.000542671596607,1
sizes,NNS,1,0.000913781982369,-0.000542671596607,1
sizes,VBZ,1,0.000913781982369,-0.000542671596607,1
skip,VBP,1,0.000913781982369,-0.000542671596607,1
skip straight,NA,1,0.000913781982369,-0.000542671596607,1
smaller,JJR,1,0.000913781982369,-0.000542671596607,1
smaller dimension,NA,1,0.000913781982369,-0.000542671596607,1
solutions,NNS,1,0.000913781982369,-0.000542671596607,1
somewhat,RB,1,0.000913781982369,-0.000542671596607,1
spaces,VBZ,1,0.000913781982369,-0.000542671596607,1
span,NN,1,0.000913781982369,-0.000542671596607,1
span,VBD,1,0.000913781982369,-0.000542671596607,1
span,VBP,1,0.000913781982369,-0.000542671596607,1
spectrahedra,NNS,1,0.000913781982369,-0.000542671596607,1
spectrahedra,VBP,1,0.000913781982369,-0.000542671596607,1
spectrahedron,VBP,1,0.000913781982369,-0.000542671596607,1
square,NN,1,0.000913781982369,-0.000542671596607,1
square matrices,NA,1,0.000913781982369,-0.000542671596607,1
standard,NN,1,0.000913781982369,-0.000542671596607,1
standard basis,NA,1,0.000913781982369,-0.000542671596607,1
statement,NN,1,0.000913781982369,-0.000542671596607,1
statement holds,NA,1,0.000913781982369,-0.000542671596607,1
steps,NNS,1,0.000913781982369,-0.000542671596607,1
straight,JJ,1,0.000913781982369,-0.000542671596607,1
straightforward,NN,1,0.000913781982369,-0.000542671596607,1
strengthening,VBG,1,0.000913781982369,-0.000542671596607,1
structure,NN,1,0.000913781982369,-0.000542671596607,1
study,VBP,1,0.000913781982369,-0.000542671596607,1
subordinate,JJ,1,0.000913781982369,-0.000542671596607,1
subpencil,VBD,1,0.000913781982369,-0.000542671596607,1
subsection,JJ,1,0.000913781982369,-0.000542671596607,1
subsection contains,NA,1,0.000913781982369,-0.000542671596607,1
subsequence,NN,1,0.000913781982369,-0.000542671596607,1
subsequences,NNS,1,0.000913781982369,-0.000542671596607,1
subspace,JJ,1,0.000913781982369,-0.000542671596607,1
subspace,VBP,1,0.000913781982369,-0.000542671596607,1
sum,JJ,1,0.000913781982369,-0.000542671596607,1
summary,JJ,1,0.000913781982369,-0.000542671596607,1
sums,JJ,1,0.000913781982369,-0.000542671596607,1
sums,NN,1,0.000913781982369,-0.000542671596607,1
suppose 1<,NA,1,0.000913781982369,-0.000542671596607,1
surveys,NNS,1,0.000913781982369,-0.000542671596607,1
symmetric,NN,1,0.000913781982369,-0.000542671596607,1
symmetric linear,NA,1,0.000913781982369,-0.000542671596607,1
symmetric matrices,NA,1,0.000913781982369,-0.000542671596607,1
symmetric operator,NA,1,0.000913781982369,-0.000542671596607,1
symmetry,NN,1,0.000913781982369,-0.000542671596607,1
system category,NA,1,0.000913781982369,-0.000542671596607,1
system engineering,NA,1,0.000913781982369,-0.000542671596607,1
system quotients,NA,1,0.000913781982369,-0.000542671596607,1
s},NN,1,0.000913781982369,-0.000542671596607,1
s} s=1,NA,1,0.000913781982369,-0.000542671596607,1
t>,VBP,1,0.000913781982369,-0.000542671596607,1
t>1,JJ,1,0.000913781982369,-0.000542671596607,1
tY,JJ,1,0.000913781982369,-0.000542671596607,1
tY,NN,1,0.000913781982369,-0.000542671596607,1
tY,VBP,1,0.000913781982369,-0.000542671596607,1
technical,JJ,1,0.000913781982369,-0.000542671596607,1
tensor,NN,1,0.000913781982369,-0.000542671596607,1
tensor products,NA,1,0.000913781982369,-0.000542671596607,1
term monomials,NA,1,0.000913781982369,-0.000542671596607,1
terminates,NNS,1,0.000913781982369,-0.000542671596607,1
theme,NN,1,0.000913781982369,-0.000542671596607,1
theorem,JJ,1,0.000913781982369,-0.000542671596607,1
theoremTheorem[section],JJ,1,0.000913781982369,-0.000542671596607,1
theoremTheorem[section] cor[theorem]Corollarylemma[theorem]Lemmasublemma[theorem]Sublemmaprop[theorem]Propositiondefinition[theorem]Definitionalg[theorem]Algorithmremark[theorem]Remarkrem[theorem]Remarkconj[theorem]Conjecturequestion[theorem]Questionexample[theorem]Examplethm[theorem]Theoremlem[theorem]LemmaCor[theorem]Corollarydefi[theorem]Definitionlemma*Lemma,NA,1,0.000913781982369,-0.000542671596607,1
theorems,NNS,1,0.000913781982369,-0.000542671596607,1
theory SIG97,NA,1,0.000913781982369,-0.000542671596607,1
transfer-function,NN,1,0.000913781982369,-0.000542671596607,1
transfer-function realization,NA,1,0.000913781982369,-0.000542671596607,1
transforms,VBZ,1,0.000913781982369,-0.000542671596607,1
tuple,NNS,1,0.000913781982369,-0.000542671596607,1
turns,VBZ,1,0.000913781982369,-0.000542671596607,1
ubiquitous,JJ,1,0.000913781982369,-0.000542671596607,1
ucsd,JJ,1,0.000913781982369,-0.000542671596607,1
ucsd edu,NA,1,0.000913781982369,-0.000542671596607,1
ufl,NN,1,0.000913781982369,-0.000542671596607,1
ufl edu,NA,1,0.000913781982369,-0.000542671596607,1
uniform,NN,1,0.000913781982369,-0.000542671596607,1
uniform bound,NA,1,0.000913781982369,-0.000542671596607,1
unimodular,JJ,1,0.000913781982369,-0.000542671596607,1
unique,JJ,1,0.000913781982369,-0.000542671596607,1
unitary U=U,NA,1,0.000913781982369,-0.000542671596607,1
using,VBG,1,0.000913781982369,-0.000542671596607,1
using equation,NA,1,0.000913781982369,-0.000542671596607,1
usual,JJ,1,0.000913781982369,-0.000542671596607,1
usual Hahn-Banach,NA,1,0.000913781982369,-0.000542671596607,1
v=,VBP,1,0.000913781982369,-0.000542671596607,1
v=0,NN,1,0.000913781982369,-0.000542671596607,1
v>1,NN,1,0.000913781982369,-0.000542671596607,1
vanishes,NNS,1,0.000913781982369,-0.000542671596607,1
variable,JJ,1,0.000913781982369,-0.000542671596607,1
variables Kra01,NA,1,0.000913781982369,-0.000542671596607,1
various natural,NA,1,0.000913781982369,-0.000542671596607,1
vector space,NA,1,0.000913781982369,-0.000542671596607,1
view,NN,1,0.000913781982369,-0.000542671596607,1
whenever,NN,1,0.000913781982369,-0.000542671596607,1
whenever,WDT,1,0.000913781982369,-0.000542671596607,1
working,VBG,1,0.000913781982369,-0.000542671596607,1
write,JJ,1,0.000913781982369,-0.000542671596607,1
write,RB,1,0.000913781982369,-0.000542671596607,1
write,WRB,1,0.000913781982369,-0.000542671596607,1
x=,JJ,1,0.000913781982369,-0.000542671596607,1
x=,NNP,1,0.000913781982369,-0.000542671596607,1
yield,NN,1,0.000913781982369,-0.000542671596607,1
zero,NN,1,0.000913781982369,-0.000542671596607,1
zero shows,NA,1,0.000913781982369,-0.000542671596607,1
zeros,CD,1,0.000913781982369,-0.000542671596607,1
nuclear,JJ,148,0.183958470425,-0.0264310230446,2
Phys,NNP,78,0.0969510857644,-0.0191997318483,2
Rev,NNP,45,0.0559333187102,-0.0136876999024,2
physics,NNS,39,0.0484755428822,-0.0124513684466,2
atomic,JJ,32,0.0397748044162,-0.0108842614102,2
charge,NN,29,0.0360459165022,-0.0101649916201,2
Lett,NNP,26,0.0323170285881,-0.00941292699532,2
calculations,NNS,26,0.0323170285881,-0.00941292699532,2
energy,NN,25,0.0310740659501,-0.00915431959414,2
corrections,NNS,24,0.0298311033121,-0.00889149173523,2
nuclear physics,NA,23,0.0285881406741,-0.00862426746636,2
nucleons,NNS,22,0.0273451780361,-0.00835245552119,2
Friar,NNP,21,0.0261022153981,-0.00807584722832,2
results,NNS,21,0.0261022153981,-0.00807584722832,2
contributions,NNS,20,0.0248592527601,-0.00779421402127,2
forces,NNS,19,0.0236162901221,-0.00750730444966,2
