,word,source,pos
738,discrete symmetry operations sign of charge,5,NN
739,discrete symmetry operations spacetime reversal,5,NN
740,discrete symmetry operations kinematic representation,5,NN
741,discrete symmetry operations backward motion,5,NN
742,discrete symmetry operations angular momentum,5,NN
743,discrete symmetry operations momentum,5,NN
744,discrete symmetry operations space intervals,5,NNS
745,time irreversibility unidirectional time,5,JJ
746,constraint of relational definition discrete symmetry operation,5,NN
747,discrete symmetry operations time intervals,5,NNS
748,constraint of relational definition space and time reversals,5,NNS
749,constraint of relational definition reversal of momentum,5,VBP
750,constraint of relational definition reversal of energy,5,JJ
751,constraint of relational definition polar asymmetry,5,NN
752,constraint of relational definition directional asymmetry,5,NN
753,constraint of relational definition absolute direction,5,NN
754,constraint of relational definition absolute lopsidedness,5,NN
755,discrete symmetry weak interaction,5,NN
756,discrete symmetry operations handedness,5,NN
757,constraint of relational definition sign of charge,5,NN
758,constraint of relational definition completeness,5,JJ
759,constraint of relational definition self-determination,5,NN
760,multiverse,5,NN
761,discrete symmetry operations CPT theorem,5,NN
762,discrete symmetry operations combined operations,5,NNS
763,discrete symmetry operations PTC transformation PTC transformation,5,VBP
764,special relativity,5,NN
765,constraint of relational definition imbalance,5,NN
766,constraint of relational definition space and time directions,5,NNS
767,time direction degree of freedom chronological order,5,VBP
768,discrete symmetry operations dependencies,5,NNS
769,time irreversibility thermodynamic time,5,VBP
770,time direction degree of freedom bidirectional time,5,JJ
771,second law of thermodynamics constraint on process description,5,NN
772,discrete symmetry operations reversal of motion,5,NN
773,time direction degree of freedom antiparticles,5,NNS
774,time irreversibility thermodynamic arrow of time,5,RB
775,time direction degree of freedom time direction-dependent property,5,JJ
776,discrete symmetry operations space and time coordinates,5,NNS
777,discrete symmetry operations conjugate properties,5,NNS
778,discrete symmetry operations joint variation,5,VBP
779,discrete symmetry operations space-related properties,5,NNS
780,discrete symmetry operations time-related properties,5,NNS
781,discrete symmetry operations invariance of the sign of action,5,NN
782,discrete symmetry operations quantum operators,5,NNS
783,state vector,5,VBP
784,propagator,5,NN
785,discrete symmetry operations electric field,5,NN
786,discrete symmetry operations magnetic field,5,VBD
787,discrete symmetry operations currents,5,NNS
788,neutron's electric dipole moment,5,JJ
789,neutron's electric dipole moment direction of dipole,5,JJ
790,neutron's electric dipole moment precession movement,5,JJ
791,discrete symmetry operations enantiomorphic equivalent,5,NN
792,fermion,5,NN
793,polarization,5,NN
794,discrete symmetry operations equivalent operations,5,NNS
795,discrete symmetry operations fermion quantum phase,5,VBP
796,discrete symmetry operations space rotation,5,NN
797,discrete symmetry operations classical equations,5,NNS
798,discrete symmetry operations basic action reversal operation M I ,5,VBP
799,discrete symmetry operations identity operation I ,5,JJ
800,discrete symmetry operations action sign degree of freedom,5,NN
801,negative energy matter discrete symmetries,5,NNS
802,negative energy matter antimatter,5,VBP
803,grand unification theories,5,NNS
804,quark,5,VBP
805,local causality,5,JJ
806,discrete symmetry matter-antimatter asymmetry,5,NN
807,black hole thermodynamics,5,NNS
808,black hole information,5,NN
809,black hole event horizon degrees of freedom,5,NN
810,black hole macroscopic parameters,5,NNS
811,black hole mass,5,VBP
812,black hole angular momentum,5,NN
813,black hole charge,5,NN
814,Bekenstein bound,5,NNP
815,black hole conservation of information,5,NN
816,quantum gravitation discrete space,5,NN
817,quantum gravitation Planck time,5,JJ
818,quantum gravitation elementary unit of surface,5,NN
819,black hole Schwarzschild radius,5,NN
820,quantum gravitation Planck length,5,NN
821,quantum gravitation Planck area,5,NN
822,Boltzmann's constant,5,NNP
823,t Hooft Gerard t Hooft Gerard,5,NN
824,quantum gravitation elementary black hole,5,NN
825,quantum gravitation Planck mass,5,NN
826,second law of thermodynamics gravitational entropy,5,NN
827,discrete symmetry operations fundamental degrees of freedom,5,NN
828,black hole momentum,5,NN
829,black hole stable state,5,NN
830,particle accelerator,5,NN
831,black hole particle momenta,5,NN
832,tidal effect,5,JJ
833,particle beam,5,NN
834,unidirectional variable,5,JJ
835,quantum chromodynamics,5,NNS
836,meson,5,JJ
837,wavelength,5,JJ
838,black hole redshift,5,NN
839,black hole time dilation,5,NN
840,kinetic energy,5,FW
841,rest mass,5,NN
842,quantum gravitation Planck momentum,5,NN
843,black hole particle energies,5,NNS
844,black hole state magnification,5,NN
845,black hole temperature,5,NN
846,black hole particle charges,5,VBZ
847,black hole particle handedness,5,JJ
848,unification scale,5,JJ
849,black hole surface gravitational field,5,NN
850,black hole electromagnetic field,5,VBD
851,black hole Hawking radiation,5,NN
852,nucleus,5,NN
853,electrostatic field pair creation,5,NN
854,quantum gravitation spin networks,5,VBZ
855,second law of thermodynamics coarse-graining,5,JJ
856,quantum gravitation fluctuating gravitational field,5,NN
857,statistical mechanics,5,NNS
858,quantum gravitation microscopic black hole,5,JJ
859,quantum gravitation momentum direction,5,NN
860,quantum gravitation negative energy,5,JJ
861,quantum gravitation energy fluctuations,5,NNS
862,statistical mechanics non-equilibrium thermodynamics,5,NNS
863,statistical mechanics near-equilibrium thermodynamics,5,NNS
864,time irreversibility irreversible processes,5,NNS
865,second law of thermodynamics static equilibrium,5,VBP
866,statistical mechanics equilibrium thermodynamics,5,NNS
867,black hole merger,5,NN
868,negative temperatures,5,NNS
869,negative temperatures energy levels,5,JJ
870,second law of thermodynamics temperature,5,NN
871,negative temperatures infinite temperature,5,NN
872,negative temperatures spin system in magnetic field,5,VBN
873,negative temperatures decrease of entropy,5,RB
874,second law of thermodynamics energy,5,JJ
875,negative temperatures black hole,5,JJ
876,negative temperatures negative energy,5,JJ
877,general relativistic theory,5,NN
878,negative energy in quantum field theory see negative densities vacuum energy,5,JJ
879,time direction degree of freedom requirement of continuity see condition of continuity in time time direction degree of freedom,5,NN
880,negative energy matter uniform distribution see homogeneous distribution negative energy matter,5,RB
881,negative action matter see negative energy matter,5,RB
882,time direction degree of freedom time-symmetric viewpoint see bidirectional time time direction degree of freedom,5,JJ
883,discrete symmetry operations parity P see space reversal P discrete symmetry operations,5,NNS
884,discrete symmetry operations spin see angular momentum discrete symmetry operations,5,NNS
885,discrete symmetry operations fermion wavefunction see fermion quantum phase discrete symmetry operations,5,NNS
886,thermodynamic time asymmetry see time irreversibility,5,NN
887,constraint of relational definition fundamental lopsidedness see absolute lopsidedness constraint of relational definition,5,NN
888,black hole semi-classical theory see thermodynamics black hole,5,JJ
889,quantum gravitation elementary unit of area see elementary unit of surface quantum gravitation,5,NN
890,Bekenstein bound surface information and entropy see black hole,5,NNP
891,polytope,6,NN
892,face,6,NN
893,polytope face,6,NN
894,combinatorial polytope,6,VBP
895,polytope combinatorial polytope,6,NN
896,simplex,6,JJ
897,cube,6,NN
898,polytope orientation,6,NN
899,oriented polytope,6,IN
900,chiral polytope,6,NN
901,polytope chiral polytope,6,NN
902,polytope geometrically chiral,6,JJ
903,Schlegel diagram,6,NNP
904,polytope Schlegel diagram,6,NN
905,Euler's formula,6,NNP
906,fragment on a polytope,6,NN
907,Platonic solid,6,NNP
908,polytope Platonic solid,6,VBD
909,polytope regular,6,JJ
910,f -vector,6,JJ
911,polytope f -vector,6,NN
912,Archimedean solid,6,NNP
913,polytope Archimedean solid,6,VBZ
914,simple polytope,6,NN
915,polytope simple,6,JJ
916,polytope dual,6,JJ
917,polytope simplicial,6,JJ
918,thick path,6,NN
919,k -loop,6,JJ
920,k -loop simple k -loop,6,JJ
921,k -belt,6,NNS
922,graph of a polytope,6,NN
923,polytope graph,6,IN
924,edge path,6,JJ
925,edge path simple,6,JJ
926,cycle,6,NN
927,cycle dual to a k -belt,6,JJ
928,graph simple,6,JJ
929,graph -connected,6,JJ
930,Steinitz theorem,6,NNP
931,theorem Steinitz,6,NN
932,Jordan curve theorem,6,NNP
933,theorem Jordan curve,6,VBZ
934,loop-cut,6,JJ
935,flag polytope,6,NN
936,polytope flag,6,NN
937,connected sum of simple polytopes,6,NNS
938,polytope connected sum,6,JJ
939,p -vector,6,JJ
940,polytope p -vector,6,NN
941,theorem Eberhard's,6,NN
942,p -operation,6,NN
943,first iterative procedure,6,NN
944,second iterative procedure,6,NN
945,iterative procedures,6,VBZ
946,polytope iterative procedures,6,VBZ
947,Gamma -truncation,6,NNP
948,graph-truncation,6,NN
949,theorem analog of Eberhard's theorem for flag polytopes,6,NNS
950,fullerene,6,JJ
951,polytope fullerene,6,JJ
952,Buckminsterfullerene,6,NNP
953,fullerene Buckminsterfullerene,6,NN
954,combinatorial fullerene,6,JJ
955,fullerene icosahedral,6,JJ
956,cyclic k -edge cut,6,JJ
957,fullerene flagness,6,NN
958,fullerene absence of -belts,6,JJ
959,fullerene -belts,6,JJ
960,toric topology,6,NN
961,multigraded polydisk,6,NN
962,polydisk,6,IN
963,moment-angle complex,6,JJ
964,cubical complex,6,NN
965,polytope cubical complex,6,NN
966,admissible mapping,6,VBG
967,barycentric embedding,6,VBG
968,polytope barycentric embedding,6,VBG
969,moment-angle complex canonical section,6,NN
970,cubical subdivision,6,NN
971,polytope cubical subdivision,6,NN
972,product over space,6,NN
973,moment-angle complex product over cube,6,JJ
974,raising to the power of a simple polytope,6,NN
975,polytope raising to the power,6,IN
976,pair of spaces in the power of a simple polytope,6,JJ
977,moment-angle complex Davis-Januszkiewicz' construction,6,JJ
978,moment-angle manifold Davis-Januszkiewicz' construction,6,NN
979,moment-angle manifold,6,JJ
980,Gale duality,6,NNP
981,moment-angle manifold canonical section,6,NN
982,moment-angle complex smooth structure,6,NN
983,moment-angle manifold mappings into spheres,6,NNS
984,cospherical class,6,JJ
985,projective moment-angle manifold,6,JJ
986,moment-angle manifold projective,6,JJ
987,moment-angle manifold as a boundary,6,JJ
988,polydisk cellular structure,6,NN
989,moment-angle complex cellular structure,6,JJ
990,moment-angle complex multigraded structure in cohomology,6,JJ
991,multiplication in cohomology,6,NN
992,moment-angle complex multiplication in cohomology,6,JJ
993,moment-angle complex cellular approximation of the diagonal mapping,6,JJ
994,Stanley-Reisner ring,6,JJ
995,polytope Stanley-Reisner ring,6,JJ
996,moment-angle complex description of cohomology in terms of unions of facets,6,NNS
997,multigraded Betti numbers,6,NNS
998,moment-angle manifold multigraded Poincare duality,6,JJ
999,moment-angle complex description of cohomology in terms of related simplicial complexes,6,JJ
1000,abstract simplicial complex,6,NN
1001,abstract simplicial complex simplex,6,JJ
1002,abstract simplicial complex geometric realization,6,NN
1003,join,6,NN
1004,abstract simplicial complex join,6,VBP
1005,Poincare duality,6,NNP
1006,intersection index,6,NN
1007,bigraded Betti numbers,6,NNS
1008,polytope relations between bigraded Betti numbers of -polytopes,6,JJ
1009,cohomological rigidity,6,NN
1010,rigid property,6,NN
1011,rigid set,6,NN
1012,rigid polytope,6,NN
1013,polytope rigid,6,JJ
1014,polytope B -rigid,6,JJ
1015,B -rigidity,6,NNP
1016,straightening along an edge,6,NN
1017,polytope straightening along an edge,6,NN
1018,rigidity of the property to be a flag -polytope,6,JJ
1019,rigidity of the property to have a -belt,6,JJ
1020,nonface,6,NN
1021,polytope nonface,6,NN
1022,simplicial complex nonface,6,NN
1023,nonface minimal,6,JJ
1024,polytope minimal nonface,6,NN
1025,simplicial complex minimal nonface,6,NN
1026,annihilator,6,NN
1027,p -factorspace,6,JJ
1028,p -factorindex,6,NN
1029,missing edge,6,NN
1030,rigidity of the group generated by k -belts,6,JJ
1031,rigidity of the set of elements corresponding to k -belts,6,JJ
1032,rigidity of belts surrounding facets,6,NNS
1033,rigidity of the pair of belts surrounding adjacent facets,6,VBZ
1034,rigidity of flag -polytopes without -belts,6,NNS
1035,polytope finely ordered,6,VBD
1036,polytope initial vertex,6,JJ
1037,canonical orientation,6,NN
1038,moment-angle complex freely acting subgroup,6,NN
1039,characteristic mapping,6,VBG
1040,polytope characteristic mapping,6,VBG
1041,cyclic polytope,6,NN
1042,polytope cyclic,6,JJ
1043,combinatorial quasitoric data,6,NN
1044,Davis--Januszkiewicz conditions,6,NNS
1045,quasitoric manifold,6,JJ
1046,quasitoric manifold with A varLambda -structure,6,JJ
1047,quasitoric manifold partition into disks,6,NNS
1048,quasitoric manifold stably-complex structure,6,JJ
1049,quasitoric manifold characteristic classes,6,NNS
1050,quasitoric manifold cohomology,6,NN
1051,quasitoric manifold geometric realization of cycles,6,NNS
1052,four colors problem,6,VBP
1053,#NAME?,6,JJ
1054,quasitoric manifold existence for -polytopes,6,NNS
1055,barrel,6,NN
1056,fullerene isomers,6,NNS
1057,patch,6,VBP
1058,growth operation,6,NN
1059,fullerene growth operation,6,NN
1060,Endo-Kroto operation,6,NNP
1061,vertex-truncation,6,NN
1062,edge-truncation,6,NN
1063,polytope s k -truncation,6,NN
1064,s k -truncation,6,NN
1065,polytope straightening along the edge,6,NN
1066,s k m m -truncation,6,JJ
1067,polytope s k m m -truncation,6,JJ
1068,m m -truncation,6,NN
1069,polytope m m -truncation,6,NN
1070,s k -truncation as growth operation,6,NN
1071,singular fullerene,6,NN
1072,fullerene singular fullerene,6,NN
1073,boldsymbol x,6,NN
1074,F dots F m ,6,NNP
1075,boldsymbol e,6,NN
1076,mathbf ,6,NN
1077,boldsymbol y,6,NN
1078,p q ,6,IN
1079,k- k ,6,JJ
1080,k ,6,NN
1081,i j ,6,JJ
1082,k- k ,6,JJ
1083,v v ,6,NN
1084,u u ,6,JJ
1085,dots p ,6,NN
1086,s t ,6,NN
1087,k k mod p ,6,NN
1088,alpha beta ,6,NN
1089,w j ,6,NN
1090,E j ,6,NNP
1091,F j in mathcal F,6,NNP
1092,F cap F dots F k- ,6,NNP
1093,alpha beta ,6,NN
1094,F s ,6,NNP
1095,F t ,6,NNP
1096,l l ,6,VBZ
1097,F dots F m ,6,NNP
1098,z in mathbb C,6,NNP
1099,z in D z ,6,NNP
1100,v dots v f ,6,NN
1101,z dots z m in mathbb D,6,NN
1102,y dots y m in mathbb I,6,NN
1103,varnothing ,6,NN
1104,z z z z in mathbb D colon z text or ,6,NN
1105,w w in mathbb D colon w text or ,6,NN
1106,F F F F ,6,NNP
1107,G G G ,6,NNP
1108,w w w in mathbb D colon w text or ,6,VBD
1109,x y in X times Y f x g y big ,6,NNP
1110,X i W i i dots m ,6,NNP
1111,y dots y m in X times dots times X m colon y i in X i text if ,6,NNP
1112,t dots t m in mathbb T m colon t j text if ,6,NN
1113,boldsymbol z,6,NN
1114,boldsymbol z,6,NN
1115,boldsymbol x,6,NN
1116,j dots j k ,6,NN
1117,dots m ,6,NN
1118,z dots z m in mathbb C m colon z j j in omega ,6,NNP
1119,z dots z m in mathbb C m colon z j j in omega sum j notin omega,6,NNP
1120,y dots y m in mathbb R m colon y j j in omega ,6,NNP
1121,gx gy sim x y forall x in X y in Y g in G right ,6,NN
1122,dots m ,6,NN
1123,j dots j k ,6,NN
1124,v i v j F i cap F j varnothing ,6,NN
1125,v v v v ,6,NN
1126,i colon G subset F i ,6,NN
1127,i ,6,NN
1128,j dots j l ,6,NN
1129,i dots i k ,6,NN
1130,i j colon i in sigma j in tau i j ,6,NN
1131,j ,6,NN
1132,x dots x m in mathbb I P colon x i i notin omega ,6,NNP
1133,y dots y m in A colon y i text for some ,6,NNP
1134,mathbf i mathbf i J i ,6,VBD
1135,sigma in K colon sigma subset omega ,6,JJ
1136,C -i omega,6,JJ
1137,C omega -i- ,6,NNP
1138,i dots i l ,6,NN
1139,i ,6,NN
1140,i i ,6,JJ
1141,i l ,6,JJ
1142,n- omega - ,6,JJ
1143,lceil frac k ,6,JJ
1144,k- m- ,6,JJ
1145,k-n left lceil frac k ,6,JJ
1146,k-n left lceil frac k ,6,JJ
1147,j k ,6,NN
1148,i j k ,6,NN
1149,k ,6,NN
1150,F i ,6,NNP
1151,widetilde mathcal B,6,NN
1152,i l ,6,NN
1153,j l ,6,NN
1154,i j l ,6,NN
1155,k l ,6,NN
1156,l i ,6,NN
1157,F a' F b' F c' ,6,NNP
1158,F i F j F k ,6,NNP
1159,F i F j ,6,NNP
1160,F ,6,NNP
1161,F' ,6,NNP
1162,dots s ,6,NN
1163,j colon F j in mathcal B,6,NN
1164,alpha alpha q ,6,NN
1165,a b ,6,NN
1166,F w ,6,NNP
1167,f j dots l a j,6,NN
1168,dots g j ,6,NN
1169,s in R colon rs ,6,NN
1170,F i F j in widehat H,6,NNP
1171,omega colon r omega,6,VBZ
1172,tau cup omega' tau beta cup omega' tau sqcup omega ,6,JJ
1173,F s F t ,6,NNP
1174,i colon F i in mathcal B,6,NN
1175,q r ,6,NN
1176,omega' colon r omega',6,NN
1177,omega i ,6,NN
1178,a ,6,NN
1179,a r ,6,NN
1180,pm widetilde mathcal B,6,NN
1181,pm widetilde omega i,6,NN
1182,i dots i k j ,6,NN
1183,s ,6,NN
1184,l ,6,JJ
1185,i p i q ,6,JJ
1186,p dots q- ,6,JJ
1187,F u ,6,NNP
1188,u v ,6,NN
1189,i ldots i k ,6,NN
1190,e pi i varphi ,6,NN
1191,e pi i s ,6,NN
1192,i ldots i n ,6,NN
1193,F ldots F m ,6,NNP
1194,F ldots F m ,6,NNP
1195,t i t i dots t i n i dots m ,6,NN
1196,e pi i psi ,6,NN
1197,v i ,6,NN
1198,j colon v in F j ,6,NN
1199,i dots i s ,6,NN
1200,F k F l ,6,NNP
